"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98384,98384,59,990,2000,499.271294626046
2,97394,97394,59,1050,2075,499.271294626046
3,96344,96344,80,754,2150,708.714277794791
4,95590,95590,96,458,2225,866.878314104426
5,95132,95132,103,428,2300,935.039331302742
6,94704,94704,99,476,2375,896.509135181012
7,94228,94228,86,734,2450,760.721261537402
8,93494,93494,66,1140,2525,560.921317607522
9,92354,92354,44,1770,2600,346.027297932059
10,90584,90584,26,3060,2675,168.652753218511
11,87524,87524,17,4830,2750,72.2251581662673
12,82694,82694,18,4680,2825,80.3533510740646
13,78014,78014,29,3000,2900,191.047266837436
14,75014,75014,47,1890,2975,377.205174292231
15,73124,73124,69,1320,3050,593.249125209521
16,71804,71804,88,942,3125,786.284025608551
17,70862,70862,100,696,3200,909.048199544129
18,70166,70166,103,688,3275,931.484695686579
19,69478,69478,94,810,3350,848.100277280071
20,68668,68668,77,1275,3425,679.310358083775
21,67393,67393,56,1860,3500,466.440597071176
22,65533,65533,36,2970,3575,261.608935830615
23,62563,62563,21,5190,3650,114.965308787709
24,57373,57373,16,6712,3725,62.4131902178511
25,50661,50661,21,5396,3800,116.819171566152
26,45265,45265,36,3210,3875,264.862771123612
27,42055,42055,57,2070,3950,470.29775251753
28,39985,39985,78,1462,4025,682.826467507219
29,38523,38523,95,1025,4100,850.414474465142
30,37498,37498,103,953,4175,932.030384451924
31,36545,36545,100,997,4250,907.69177624843
32,35548,35548,88,1185,4325,783.357589981512
33,34363,34363,68,1920,4400,589.469170755651
34,32443,32443,47,2850,4475,373.497165692358
35,29593,29593,28,4858,4550,188.31905391813
36,24735,24735,17,7570,4625,79.2728955077235
37,17165,17165,17,7498,4700,73.0569931577366
38,9667,9667,27,5273,4775,171.193216550619
39,4570,4570,44,3300,4850,349.65439557935
40,2090,2090,66,2220,4925,564.747009566487
41,1061,1061,86,1571,5000,763.808884990814
42,583,583,99,1255,5075,898.102732222843
43,314,314,103,1208,5150,934.748733798512
44,113,113,96,1349,5225,864.774670458113
45,24,24,80,1850,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
