"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,98720,98720,59,990,2000,499.271294626046
2,97730,97730,59,1050,2075,499.271294626046
3,96680,96680,80,746,2150,708.714277794791
4,95934,95934,96,458,2225,866.878314104426
5,95476,95476,103,433,2300,935.039331302742
6,95043,95043,99,481,2375,896.509135181012
7,94562,94562,86,730,2450,760.721261537402
8,93832,93832,66,1140,2525,560.921317607522
9,92692,92692,44,1770,2600,346.027297932059
10,90922,90922,26,3060,2675,168.652753218511
11,87862,87862,17,4830,2750,72.2251581662673
12,83032,83032,18,4680,2825,80.3533510740646
13,78352,78352,29,3000,2900,191.047266837436
14,75352,75352,47,1890,2975,377.205174292231
15,73462,73462,69,1320,3050,593.249125209521
16,72142,72142,88,942,3125,786.284025608551
17,71200,71200,100,709,3200,909.048199544129
18,70491,70491,103,710,3275,931.484695686579
19,69781,69781,94,818,3350,848.100277280071
20,68963,68963,77,1271,3425,679.310358083775
21,67692,67692,56,1860,3500,466.440597071176
22,65832,65832,36,2970,3575,261.608935830615
23,62862,62862,21,5190,3650,114.965308787709
24,57672,57672,16,6733,3725,62.4131902178511
25,50939,50939,21,5400,3800,116.819171566152
26,45539,45539,36,3210,3875,264.862771123612
27,42329,42329,57,2070,3950,470.29775251753
28,40259,40259,78,1454,4025,682.826467507219
29,38805,38805,95,996,4100,850.414474465142
30,37809,37809,103,943,4175,932.030384451924
31,36866,36866,100,1000,4250,907.69177624843
32,35866,35866,88,1209,4325,783.357589981512
33,34657,34657,68,1920,4400,589.469170755651
34,32737,32737,47,2850,4475,373.497165692358
35,29887,29887,28,4860,4550,188.31905391813
36,25027,25027,17,7431,4625,79.2728955077235
37,17596,17596,17,7654,4700,73.0569931577366
38,9942,9942,27,5276,4775,171.193216550619
39,4832,4832,44,3300,4850,349.65439557935
40,2347,2347,66,2220,4925,564.747009566487
41,1490,1490,86,1551,5000,763.808884990814
42,983,983,99,1246,5075,898.102732222843
43,617,617,103,1214,5150,934.748733798512
44,299,299,96,1345,5225,864.774670458113
45,87,87,80,1846,5300,705.31263333815
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
