"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97277,97277,22,2700,2000,126.903553299492
2,94577,94577,22,2820,2075,126.903553299492
3,91757,91757,24,2670,2150,142.131979695431
4,89087,89087,25,2670,2225,157.360406091371
5,86417,86417,27,2550,2300,172.58883248731
6,83867,83867,28,2520,2375,187.817258883249
7,81347,81347,30,2430,2450,203.045685279188
8,78917,78917,31,2430,2525,218.274111675127
9,76487,76487,33,2340,2600,233.502538071066
10,74147,74147,34,2340,2675,248.730964467005
11,71807,71807,36,2280,2750,263.959390862944
12,69527,69527,37,2280,2825,279.187817258883
13,67247,67247,39,2220,2900,294.416243654822
14,65027,65027,40,2220,2975,309.644670050761
15,62807,62807,42,2160,3050,324.873096446701
16,60647,60647,44,2130,3125,340.10152284264
17,58517,58517,45,2130,3200,355.329949238579
18,56387,56387,47,2070,3275,370.558375634518
19,54317,54317,48,2070,3350,385.786802030457
20,52247,52247,50,2040,3425,401.015228426396
21,50207,50207,51,2040,3500,416.243654822335
22,48167,48167,53,2010,3575,431.472081218274
23,46157,46157,54,2010,3650,446.700507614213
24,44147,44147,56,1980,3725,461.928934010152
25,42167,42167,57,1980,3800,477.157360406091
26,40187,40187,59,1950,3875,492.38578680203
27,38237,38237,60,1950,3950,507.614213197969
28,36287,36287,62,1920,4025,522.842639593909
29,34367,34367,63,1950,4100,538.071065989848
30,32417,32417,65,1920,4175,553.299492385787
31,30497,30497,66,1920,4250,568.527918781726
32,28577,28577,68,1890,4325,583.756345177665
33,26687,26687,69,1890,4400,598.984771573604
34,24797,24797,71,1890,4475,614.213197969543
35,22907,22907,72,1883,4550,629.441624365482
36,21024,21024,74,1836,4625,644.670050761421
37,19188,19188,75,1848,4700,659.89847715736
38,17340,17340,77,1765,4775,675.126903553299
39,15575,15575,79,1730,4850,690.355329949239
40,13845,13845,80,1707,4925,705.583756345178
41,12138,12138,82,1651,5000,720.812182741117
42,10487,10487,83,1649,5075,736.040609137056
43,8838,8838,85,1624,5150,751.269035532995
44,7214,7214,86,1630,5225,766.497461928934
45,5584,5584,88,1597,5300,781.725888324873
46,4001,4001,89,1554,5375,796.954314720812
47,2720,2720,91,1490,5450,812.182741116751
48,1839,1839,92,1490,5525,827.41116751269
49,1271,1271,94,1493,5600,842.639593908629
50,832,832,95,1476,5675,857.868020304568
