"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96688,96688,22,2700,2000,126.903553299492
2,93988,93988,22,2820,2075,126.903553299492
3,91168,91168,24,2670,2150,142.131979695431
4,88498,88498,25,2670,2225,157.360406091371
5,85828,85828,27,2550,2300,172.58883248731
6,83278,83278,28,2520,2375,187.817258883249
7,80758,80758,30,2430,2450,203.045685279188
8,78328,78328,31,2430,2525,218.274111675127
9,75898,75898,33,2340,2600,233.502538071066
10,73558,73558,34,2340,2675,248.730964467005
11,71218,71218,36,2280,2750,263.959390862944
12,68938,68938,37,2280,2825,279.187817258883
13,66658,66658,39,2220,2900,294.416243654822
14,64438,64438,40,2220,2975,309.644670050761
15,62218,62218,42,2160,3050,324.873096446701
16,60058,60058,44,2130,3125,340.10152284264
17,57928,57928,45,2130,3200,355.329949238579
18,55798,55798,47,2070,3275,370.558375634518
19,53728,53728,48,2070,3350,385.786802030457
20,51658,51658,50,2040,3425,401.015228426396
21,49618,49618,51,2040,3500,416.243654822335
22,47578,47578,53,2010,3575,431.472081218274
23,45568,45568,54,2010,3650,446.700507614213
24,43558,43558,56,1980,3725,461.928934010152
25,41578,41578,57,1980,3800,477.157360406091
26,39598,39598,59,1950,3875,492.38578680203
27,37648,37648,60,1950,3950,507.614213197969
28,35698,35698,62,1920,4025,522.842639593909
29,33778,33778,63,1950,4100,538.071065989848
30,31828,31828,65,1920,4175,553.299492385787
31,29908,29908,66,1920,4250,568.527918781726
32,27988,27988,68,1890,4325,583.756345177665
33,26098,26098,69,1890,4400,598.984771573604
34,24208,24208,71,1890,4475,614.213197969543
35,22318,22318,72,1883,4550,629.441624365482
36,20435,20435,74,1830,4625,644.670050761421
37,18605,18605,75,1844,4700,659.89847715736
38,16761,16761,77,1787,4775,675.126903553299
39,14974,14974,79,1722,4850,690.355329949239
40,13252,13252,80,1714,4925,705.583756345178
41,11538,11538,82,1687,5000,720.812182741117
42,9851,9851,83,1641,5075,736.040609137056
43,8210,8210,85,1620,5150,751.269035532995
44,6590,6590,86,1623,5225,766.497461928934
45,5023,5023,88,1571,5300,781.725888324873
46,3569,3569,89,1556,5375,796.954314720812
47,2407,2407,91,1477,5450,812.182741116751
48,1463,1463,92,1507,5525,827.41116751269
49,908,908,94,1489,5600,842.639593908629
50,607,607,95,1494,5675,857.868020304568
