"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97263,97263,22,2700,2000,126.903553299492
2,94563,94563,22,2820,2075,126.903553299492
3,91743,91743,24,2670,2150,142.131979695431
4,89073,89073,25,2670,2225,157.360406091371
5,86403,86403,27,2550,2300,172.58883248731
6,83853,83853,28,2520,2375,187.817258883249
7,81333,81333,30,2430,2450,203.045685279188
8,78903,78903,31,2430,2525,218.274111675127
9,76473,76473,33,2340,2600,233.502538071066
10,74133,74133,34,2340,2675,248.730964467005
11,71793,71793,36,2280,2750,263.959390862944
12,69513,69513,37,2280,2825,279.187817258883
13,67233,67233,39,2220,2900,294.416243654822
14,65013,65013,40,2220,2975,309.644670050761
15,62793,62793,42,2160,3050,324.873096446701
16,60633,60633,44,2130,3125,340.10152284264
17,58503,58503,45,2130,3200,355.329949238579
18,56373,56373,47,2070,3275,370.558375634518
19,54303,54303,48,2070,3350,385.786802030457
20,52233,52233,50,2040,3425,401.015228426396
21,50193,50193,51,2040,3500,416.243654822335
22,48153,48153,53,2010,3575,431.472081218274
23,46143,46143,54,2010,3650,446.700507614213
24,44133,44133,56,1980,3725,461.928934010152
25,42153,42153,57,1980,3800,477.157360406091
26,40173,40173,59,1950,3875,492.38578680203
27,38223,38223,60,1950,3950,507.614213197969
28,36273,36273,62,1920,4025,522.842639593909
29,34353,34353,63,1950,4100,538.071065989848
30,32403,32403,65,1920,4175,553.299492385787
31,30483,30483,66,1920,4250,568.527918781726
32,28563,28563,68,1890,4325,583.756345177665
33,26673,26673,69,1890,4400,598.984771573604
34,24783,24783,71,1890,4475,614.213197969543
35,22893,22893,72,1886,4550,629.441624365482
36,21007,21007,74,1833,4625,644.670050761421
37,19174,19174,75,1839,4700,659.89847715736
38,17335,17335,77,1770,4775,675.126903553299
39,15565,15565,79,1739,4850,690.355329949239
40,13826,13826,80,1705,4925,705.583756345178
41,12121,12121,82,1664,5000,720.812182741117
42,10457,10457,83,1668,5075,736.040609137056
43,8789,8789,85,1609,5150,751.269035532995
44,7180,7180,86,1624,5225,766.497461928934
45,5596,5596,88,1607,5300,781.725888324873
46,4102,4102,89,1566,5375,796.954314720812
47,2915,2915,91,1473,5450,812.182741116751
48,2086,2086,92,1509,5525,827.41116751269
49,1441,1441,94,1489,5600,842.639593908629
50,940,940,95,1493,5675,857.868020304568
