"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96429,96429,22,2700,2000,126.903553299492
2,93729,93729,22,2820,2075,126.903553299492
3,90909,90909,24,2670,2150,142.131979695431
4,88239,88239,25,2670,2225,157.360406091371
5,85569,85569,27,2550,2300,172.58883248731
6,83019,83019,28,2520,2375,187.817258883249
7,80499,80499,30,2430,2450,203.045685279188
8,78069,78069,31,2430,2525,218.274111675127
9,75639,75639,33,2340,2600,233.502538071066
10,73299,73299,34,2340,2675,248.730964467005
11,70959,70959,36,2280,2750,263.959390862944
12,68679,68679,37,2280,2825,279.187817258883
13,66399,66399,39,2220,2900,294.416243654822
14,64179,64179,40,2220,2975,309.644670050761
15,61959,61959,42,2160,3050,324.873096446701
16,59799,59799,44,2130,3125,340.10152284264
17,57669,57669,45,2130,3200,355.329949238579
18,55539,55539,47,2070,3275,370.558375634518
19,53469,53469,48,2070,3350,385.786802030457
20,51399,51399,50,2040,3425,401.015228426396
21,49359,49359,51,2040,3500,416.243654822335
22,47319,47319,53,2010,3575,431.472081218274
23,45309,45309,54,2010,3650,446.700507614213
24,43299,43299,56,1980,3725,461.928934010152
25,41319,41319,57,1980,3800,477.157360406091
26,39339,39339,59,1950,3875,492.38578680203
27,37389,37389,60,1950,3950,507.614213197969
28,35439,35439,62,1920,4025,522.842639593909
29,33519,33519,63,1950,4100,538.071065989848
30,31569,31569,65,1920,4175,553.299492385787
31,29649,29649,66,1920,4250,568.527918781726
32,27729,27729,68,1890,4325,583.756345177665
33,25839,25839,69,1890,4400,598.984771573604
34,23949,23949,71,1890,4475,614.213197969543
35,22059,22059,72,1880,4550,629.441624365482
36,20179,20179,74,1840,4625,644.670050761421
37,18339,18339,75,1851,4700,659.89847715736
38,16488,16488,77,1745,4775,675.126903553299
39,14743,14743,79,1712,4850,690.355329949239
40,13031,13031,80,1718,4925,705.583756345178
41,11313,11313,82,1662,5000,720.812182741117
42,9651,9651,83,1655,5075,736.040609137056
43,7996,7996,85,1616,5150,751.269035532995
44,6380,6380,86,1638,5225,766.497461928934
45,4816,4816,88,1581,5300,781.725888324873
46,3404,3404,89,1572,5375,796.954314720812
47,2340,2340,91,1487,5450,812.182741116751
48,1667,1667,92,1496,5525,827.41116751269
49,1139,1139,94,1476,5600,842.639593908629
50,648,648,95,1487,5675,857.868020304568
