"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96858,96858,22,2700,2000,126.903553299492
2,94158,94158,22,2820,2075,126.903553299492
3,91338,91338,24,2670,2150,142.131979695431
4,88668,88668,25,2670,2225,157.360406091371
5,85998,85998,27,2550,2300,172.58883248731
6,83448,83448,28,2520,2375,187.817258883249
7,80928,80928,30,2430,2450,203.045685279188
8,78498,78498,31,2430,2525,218.274111675127
9,76068,76068,33,2340,2600,233.502538071066
10,73728,73728,34,2340,2675,248.730964467005
11,71388,71388,36,2280,2750,263.959390862944
12,69108,69108,37,2280,2825,279.187817258883
13,66828,66828,39,2220,2900,294.416243654822
14,64608,64608,40,2220,2975,309.644670050761
15,62388,62388,42,2160,3050,324.873096446701
16,60228,60228,44,2130,3125,340.10152284264
17,58098,58098,45,2130,3200,355.329949238579
18,55968,55968,47,2070,3275,370.558375634518
19,53898,53898,48,2070,3350,385.786802030457
20,51828,51828,50,2040,3425,401.015228426396
21,49788,49788,51,2040,3500,416.243654822335
22,47748,47748,53,2010,3575,431.472081218274
23,45738,45738,54,2010,3650,446.700507614213
24,43728,43728,56,1980,3725,461.928934010152
25,41748,41748,57,1980,3800,477.157360406091
26,39768,39768,59,1950,3875,492.38578680203
27,37818,37818,60,1950,3950,507.614213197969
28,35868,35868,62,1920,4025,522.842639593909
29,33948,33948,63,1950,4100,538.071065989848
30,31998,31998,65,1920,4175,553.299492385787
31,30078,30078,66,1920,4250,568.527918781726
32,28158,28158,68,1890,4325,583.756345177665
33,26268,26268,69,1890,4400,598.984771573604
34,24378,24378,71,1890,4475,614.213197969543
35,22488,22488,72,1887,4550,629.441624365482
36,20601,20601,74,1828,4625,644.670050761421
37,18773,18773,75,1854,4700,659.89847715736
38,16919,16919,77,1777,4775,675.126903553299
39,15142,15142,79,1716,4850,690.355329949239
40,13426,13426,80,1709,4925,705.583756345178
41,11717,11717,82,1687,5000,720.812182741117
42,10030,10030,83,1657,5075,736.040609137056
43,8373,8373,85,1636,5150,751.269035532995
44,6737,6737,86,1617,5225,766.497461928934
45,5147,5147,88,1599,5300,781.725888324873
46,3752,3752,89,1566,5375,796.954314720812
47,2623,2623,91,1468,5450,812.182741116751
48,1775,1775,92,1487,5525,827.41116751269
49,1065,1065,94,1494,5600,842.639593908629
50,563,563,95,1501,5675,857.868020304568
