"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,95924,95924,22,2700,2000,126.903553299492
2,93224,93224,22,2820,2075,126.903553299492
3,90404,90404,24,2670,2150,142.131979695431
4,87734,87734,25,2670,2225,157.360406091371
5,85064,85064,27,2550,2300,172.58883248731
6,82514,82514,28,2520,2375,187.817258883249
7,79994,79994,30,2430,2450,203.045685279188
8,77564,77564,31,2430,2525,218.274111675127
9,75134,75134,33,2340,2600,233.502538071066
10,72794,72794,34,2340,2675,248.730964467005
11,70454,70454,36,2280,2750,263.959390862944
12,68174,68174,37,2280,2825,279.187817258883
13,65894,65894,39,2220,2900,294.416243654822
14,63674,63674,40,2220,2975,309.644670050761
15,61454,61454,42,2160,3050,324.873096446701
16,59294,59294,44,2130,3125,340.10152284264
17,57164,57164,45,2130,3200,355.329949238579
18,55034,55034,47,2070,3275,370.558375634518
19,52964,52964,48,2070,3350,385.786802030457
20,50894,50894,50,2040,3425,401.015228426396
21,48854,48854,51,2040,3500,416.243654822335
22,46814,46814,53,2010,3575,431.472081218274
23,44804,44804,54,2010,3650,446.700507614213
24,42794,42794,56,1980,3725,461.928934010152
25,40814,40814,57,1980,3800,477.157360406091
26,38834,38834,59,1950,3875,492.38578680203
27,36884,36884,60,1950,3950,507.614213197969
28,34934,34934,62,1920,4025,522.842639593909
29,33014,33014,63,1950,4100,538.071065989848
30,31064,31064,65,1920,4175,553.299492385787
31,29144,29144,66,1920,4250,568.527918781726
32,27224,27224,68,1890,4325,583.756345177665
33,25334,25334,69,1890,4400,598.984771573604
34,23444,23444,71,1890,4475,614.213197969543
35,21554,21554,72,1881,4550,629.441624365482
36,19673,19673,74,1824,4625,644.670050761421
37,17849,17849,75,1847,4700,659.89847715736
38,16002,16002,77,1767,4775,675.126903553299
39,14235,14235,79,1716,4850,690.355329949239
40,12519,12519,80,1707,4925,705.583756345178
41,10812,10812,82,1654,5000,720.812182741117
42,9158,9158,83,1654,5075,736.040609137056
43,7504,7504,85,1634,5150,751.269035532995
44,5870,5870,86,1638,5225,766.497461928934
45,4326,4326,88,1590,5300,781.725888324873
46,3072,3072,89,1577,5375,796.954314720812
47,2080,2080,91,1496,5450,812.182741116751
48,1489,1489,92,1514,5525,827.41116751269
49,948,948,94,1486,5600,842.639593908629
50,555,555,95,1481,5675,857.868020304568
