"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96910,96910,22,2700,2000,126.903553299492
2,94210,94210,22,2820,2075,126.903553299492
3,91390,91390,24,2670,2150,142.131979695431
4,88720,88720,25,2670,2225,157.360406091371
5,86050,86050,27,2550,2300,172.58883248731
6,83500,83500,28,2520,2375,187.817258883249
7,80980,80980,30,2430,2450,203.045685279188
8,78550,78550,31,2430,2525,218.274111675127
9,76120,76120,33,2340,2600,233.502538071066
10,73780,73780,34,2340,2675,248.730964467005
11,71440,71440,36,2280,2750,263.959390862944
12,69160,69160,37,2280,2825,279.187817258883
13,66880,66880,39,2220,2900,294.416243654822
14,64660,64660,40,2220,2975,309.644670050761
15,62440,62440,42,2160,3050,324.873096446701
16,60280,60280,44,2130,3125,340.10152284264
17,58150,58150,45,2130,3200,355.329949238579
18,56020,56020,47,2070,3275,370.558375634518
19,53950,53950,48,2070,3350,385.786802030457
20,51880,51880,50,2040,3425,401.015228426396
21,49840,49840,51,2040,3500,416.243654822335
22,47800,47800,53,2010,3575,431.472081218274
23,45790,45790,54,2010,3650,446.700507614213
24,43780,43780,56,1980,3725,461.928934010152
25,41800,41800,57,1980,3800,477.157360406091
26,39820,39820,59,1950,3875,492.38578680203
27,37870,37870,60,1950,3950,507.614213197969
28,35920,35920,62,1920,4025,522.842639593909
29,34000,34000,63,1950,4100,538.071065989848
30,32050,32050,65,1920,4175,553.299492385787
31,30130,30130,66,1920,4250,568.527918781726
32,28210,28210,68,1890,4325,583.756345177665
33,26320,26320,69,1890,4400,598.984771573604
34,24430,24430,71,1890,4475,614.213197969543
35,22540,22540,72,1885,4550,629.441624365482
36,20655,20655,74,1834,4625,644.670050761421
37,18821,18821,75,1850,4700,659.89847715736
38,16971,16971,77,1781,4775,675.126903553299
39,15190,15190,79,1711,4850,690.355329949239
40,13479,13479,80,1702,4925,705.583756345178
41,11777,11777,82,1650,5000,720.812182741117
42,10127,10127,83,1661,5075,736.040609137056
43,8466,8466,85,1625,5150,751.269035532995
44,6841,6841,86,1623,5225,766.497461928934
45,5218,5218,88,1596,5300,781.725888324873
46,3685,3685,89,1572,5375,796.954314720812
47,2523,2523,91,1495,5450,812.182741116751
48,1766,1766,92,1495,5525,827.41116751269
49,1238,1238,94,1494,5600,842.639593908629
50,800,800,95,1495,5675,857.868020304568
