"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96379,96379,22,2700,2000,126.903553299492
2,93679,93679,22,2820,2075,126.903553299492
3,90859,90859,24,2670,2150,142.131979695431
4,88189,88189,25,2670,2225,157.360406091371
5,85519,85519,27,2550,2300,172.58883248731
6,82969,82969,28,2520,2375,187.817258883249
7,80449,80449,30,2430,2450,203.045685279188
8,78019,78019,31,2430,2525,218.274111675127
9,75589,75589,33,2340,2600,233.502538071066
10,73249,73249,34,2340,2675,248.730964467005
11,70909,70909,36,2280,2750,263.959390862944
12,68629,68629,37,2280,2825,279.187817258883
13,66349,66349,39,2220,2900,294.416243654822
14,64129,64129,40,2220,2975,309.644670050761
15,61909,61909,42,2160,3050,324.873096446701
16,59749,59749,44,2130,3125,340.10152284264
17,57619,57619,45,2130,3200,355.329949238579
18,55489,55489,47,2070,3275,370.558375634518
19,53419,53419,48,2070,3350,385.786802030457
20,51349,51349,50,2040,3425,401.015228426396
21,49309,49309,51,2040,3500,416.243654822335
22,47269,47269,53,2010,3575,431.472081218274
23,45259,45259,54,2010,3650,446.700507614213
24,43249,43249,56,1980,3725,461.928934010152
25,41269,41269,57,1980,3800,477.157360406091
26,39289,39289,59,1950,3875,492.38578680203
27,37339,37339,60,1950,3950,507.614213197969
28,35389,35389,62,1920,4025,522.842639593909
29,33469,33469,63,1950,4100,538.071065989848
30,31519,31519,65,1920,4175,553.299492385787
31,29599,29599,66,1920,4250,568.527918781726
32,27679,27679,68,1890,4325,583.756345177665
33,25789,25789,69,1890,4400,598.984771573604
34,23899,23899,71,1888,4475,614.213197969543
35,22011,22011,72,1887,4550,629.441624365482
36,20124,20124,74,1832,4625,644.670050761421
37,18292,18292,75,1846,4700,659.89847715736
38,16446,16446,77,1744,4775,675.126903553299
39,14702,14702,79,1731,4850,690.355329949239
40,12971,12971,80,1713,4925,705.583756345178
41,11258,11258,82,1657,5000,720.812182741117
42,9601,9601,83,1670,5075,736.040609137056
43,7931,7931,85,1638,5150,751.269035532995
44,6293,6293,86,1635,5225,766.497461928934
45,4706,4706,88,1589,5300,781.725888324873
46,3380,3380,89,1595,5375,796.954314720812
47,2383,2383,91,1502,5450,812.182741116751
48,1634,1634,92,1481,5525,827.41116751269
49,1085,1085,94,1483,5600,842.639593908629
50,630,630,95,1495,5675,857.868020304568
