"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,96518,96518,22,2700,2000,126.903553299492
2,93818,93818,22,2820,2075,126.903553299492
3,90998,90998,24,2670,2150,142.131979695431
4,88328,88328,25,2670,2225,157.360406091371
5,85658,85658,27,2550,2300,172.58883248731
6,83108,83108,28,2520,2375,187.817258883249
7,80588,80588,30,2430,2450,203.045685279188
8,78158,78158,31,2430,2525,218.274111675127
9,75728,75728,33,2340,2600,233.502538071066
10,73388,73388,34,2340,2675,248.730964467005
11,71048,71048,36,2280,2750,263.959390862944
12,68768,68768,37,2280,2825,279.187817258883
13,66488,66488,39,2220,2900,294.416243654822
14,64268,64268,40,2220,2975,309.644670050761
15,62048,62048,42,2160,3050,324.873096446701
16,59888,59888,44,2130,3125,340.10152284264
17,57758,57758,45,2130,3200,355.329949238579
18,55628,55628,47,2070,3275,370.558375634518
19,53558,53558,48,2070,3350,385.786802030457
20,51488,51488,50,2040,3425,401.015228426396
21,49448,49448,51,2040,3500,416.243654822335
22,47408,47408,53,2010,3575,431.472081218274
23,45398,45398,54,2010,3650,446.700507614213
24,43388,43388,56,1980,3725,461.928934010152
25,41408,41408,57,1980,3800,477.157360406091
26,39428,39428,59,1950,3875,492.38578680203
27,37478,37478,60,1950,3950,507.614213197969
28,35528,35528,62,1920,4025,522.842639593909
29,33608,33608,63,1950,4100,538.071065989848
30,31658,31658,65,1920,4175,553.299492385787
31,29738,29738,66,1920,4250,568.527918781726
32,27818,27818,68,1890,4325,583.756345177665
33,25928,25928,69,1890,4400,598.984771573604
34,24038,24038,71,1890,4475,614.213197969543
35,22148,22148,72,1881,4550,629.441624365482
36,20267,20267,74,1829,4625,644.670050761421
37,18438,18438,75,1848,4700,659.89847715736
38,16590,16590,77,1774,4775,675.126903553299
39,14816,14816,79,1755,4850,690.355329949239
40,13061,13061,80,1721,4925,705.583756345178
41,11340,11340,82,1654,5000,720.812182741117
42,9686,9686,83,1662,5075,736.040609137056
43,8031,8031,85,1610,5150,751.269035532995
44,6479,6479,86,1638,5225,766.497461928934
45,4911,4911,88,1581,5300,781.725888324873
46,3550,3550,89,1545,5375,796.954314720812
47,2507,2507,91,1475,5450,812.182741116751
48,1784,1784,92,1491,5525,827.41116751269
49,1220,1220,94,1477,5600,842.639593908629
50,849,849,95,1481,5675,857.868020304568
