"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,95505,95505,22,2700,2000,126.903553299492
2,92805,92805,22,2820,2075,126.903553299492
3,89985,89985,24,2670,2150,142.131979695431
4,87315,87315,25,2670,2225,157.360406091371
5,84645,84645,27,2550,2300,172.58883248731
6,82095,82095,28,2520,2375,187.817258883249
7,79575,79575,30,2430,2450,203.045685279188
8,77145,77145,31,2430,2525,218.274111675127
9,74715,74715,33,2340,2600,233.502538071066
10,72375,72375,34,2340,2675,248.730964467005
11,70035,70035,36,2280,2750,263.959390862944
12,67755,67755,37,2280,2825,279.187817258883
13,65475,65475,39,2220,2900,294.416243654822
14,63255,63255,40,2220,2975,309.644670050761
15,61035,61035,42,2160,3050,324.873096446701
16,58875,58875,44,2130,3125,340.10152284264
17,56745,56745,45,2130,3200,355.329949238579
18,54615,54615,47,2070,3275,370.558375634518
19,52545,52545,48,2070,3350,385.786802030457
20,50475,50475,50,2040,3425,401.015228426396
21,48435,48435,51,2040,3500,416.243654822335
22,46395,46395,53,2010,3575,431.472081218274
23,44385,44385,54,2010,3650,446.700507614213
24,42375,42375,56,1980,3725,461.928934010152
25,40395,40395,57,1980,3800,477.157360406091
26,38415,38415,59,1950,3875,492.38578680203
27,36465,36465,60,1950,3950,507.614213197969
28,34515,34515,62,1920,4025,522.842639593909
29,32595,32595,63,1950,4100,538.071065989848
30,30645,30645,65,1920,4175,553.299492385787
31,28725,28725,66,1920,4250,568.527918781726
32,26805,26805,68,1890,4325,583.756345177665
33,24915,24915,69,1890,4400,598.984771573604
34,23025,23025,71,1890,4475,614.213197969543
35,21135,21135,72,1882,4550,629.441624365482
36,19253,19253,74,1832,4625,644.670050761421
37,17421,17421,75,1848,4700,659.89847715736
38,15573,15573,77,1764,4775,675.126903553299
39,13809,13809,79,1742,4850,690.355329949239
40,12067,12067,80,1705,4925,705.583756345178
41,10362,10362,82,1686,5000,720.812182741117
42,8676,8676,83,1657,5075,736.040609137056
43,7019,7019,85,1612,5150,751.269035532995
44,5430,5430,86,1624,5225,766.497461928934
45,3922,3922,88,1576,5300,781.725888324873
46,2630,2630,89,1568,5375,796.954314720812
47,1788,1788,91,1478,5450,812.182741116751
48,1247,1247,92,1496,5525,827.41116751269
49,785,785,94,1495,5600,842.639593908629
50,391,391,95,1482,5675,857.868020304568
