"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,95729,95729,22,2700,2000,126.903553299492
2,93029,93029,22,2820,2075,126.903553299492
3,90209,90209,24,2670,2150,142.131979695431
4,87539,87539,25,2670,2225,157.360406091371
5,84869,84869,27,2550,2300,172.58883248731
6,82319,82319,28,2520,2375,187.817258883249
7,79799,79799,30,2430,2450,203.045685279188
8,77369,77369,31,2430,2525,218.274111675127
9,74939,74939,33,2340,2600,233.502538071066
10,72599,72599,34,2340,2675,248.730964467005
11,70259,70259,36,2280,2750,263.959390862944
12,67979,67979,37,2280,2825,279.187817258883
13,65699,65699,39,2220,2900,294.416243654822
14,63479,63479,40,2220,2975,309.644670050761
15,61259,61259,42,2160,3050,324.873096446701
16,59099,59099,44,2130,3125,340.10152284264
17,56969,56969,45,2130,3200,355.329949238579
18,54839,54839,47,2070,3275,370.558375634518
19,52769,52769,48,2070,3350,385.786802030457
20,50699,50699,50,2040,3425,401.015228426396
21,48659,48659,51,2040,3500,416.243654822335
22,46619,46619,53,2010,3575,431.472081218274
23,44609,44609,54,2010,3650,446.700507614213
24,42599,42599,56,1980,3725,461.928934010152
25,40619,40619,57,1980,3800,477.157360406091
26,38639,38639,59,1950,3875,492.38578680203
27,36689,36689,60,1950,3950,507.614213197969
28,34739,34739,62,1920,4025,522.842639593909
29,32819,32819,63,1950,4100,538.071065989848
30,30869,30869,65,1920,4175,553.299492385787
31,28949,28949,66,1920,4250,568.527918781726
32,27029,27029,68,1890,4325,583.756345177665
33,25139,25139,69,1890,4400,598.984771573604
34,23249,23249,71,1890,4475,614.213197969543
35,21359,21359,72,1884,4550,629.441624365482
36,19475,19475,74,1825,4625,644.670050761421
37,17650,17650,75,1855,4700,659.89847715736
38,15795,15795,77,1755,4775,675.126903553299
39,14040,14040,79,1727,4850,690.355329949239
40,12313,12313,80,1710,4925,705.583756345178
41,10603,10603,82,1680,5000,720.812182741117
42,8923,8923,83,1660,5075,736.040609137056
43,7263,7263,85,1623,5150,751.269035532995
44,5653,5653,86,1622,5225,766.497461928934
45,4141,4141,88,1591,5300,781.725888324873
46,2914,2914,89,1588,5375,796.954314720812
47,1979,1979,91,1489,5450,812.182741116751
48,1362,1362,92,1501,5525,827.41116751269
49,892,892,94,1495,5600,842.639593908629
50,518,518,95,1479,5675,857.868020304568
