"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,95020,95020,22,2700,2000,126.903553299492
2,92320,92320,22,2820,2075,126.903553299492
3,89500,89500,24,2670,2150,142.131979695431
4,86830,86830,25,2670,2225,157.360406091371
5,84160,84160,27,2550,2300,172.58883248731
6,81610,81610,28,2520,2375,187.817258883249
7,79090,79090,30,2430,2450,203.045685279188
8,76660,76660,31,2430,2525,218.274111675127
9,74230,74230,33,2340,2600,233.502538071066
10,71890,71890,34,2340,2675,248.730964467005
11,69550,69550,36,2280,2750,263.959390862944
12,67270,67270,37,2280,2825,279.187817258883
13,64990,64990,39,2220,2900,294.416243654822
14,62770,62770,40,2220,2975,309.644670050761
15,60550,60550,42,2160,3050,324.873096446701
16,58390,58390,44,2130,3125,340.10152284264
17,56260,56260,45,2130,3200,355.329949238579
18,54130,54130,47,2070,3275,370.558375634518
19,52060,52060,48,2070,3350,385.786802030457
20,49990,49990,50,2040,3425,401.015228426396
21,47950,47950,51,2040,3500,416.243654822335
22,45910,45910,53,2010,3575,431.472081218274
23,43900,43900,54,2010,3650,446.700507614213
24,41890,41890,56,1980,3725,461.928934010152
25,39910,39910,57,1980,3800,477.157360406091
26,37930,37930,59,1950,3875,492.38578680203
27,35980,35980,60,1950,3950,507.614213197969
28,34030,34030,62,1920,4025,522.842639593909
29,32110,32110,63,1950,4100,538.071065989848
30,30160,30160,65,1920,4175,553.299492385787
31,28240,28240,66,1920,4250,568.527918781726
32,26320,26320,68,1890,4325,583.756345177665
33,24430,24430,69,1890,4400,598.984771573604
34,22540,22540,71,1890,4475,614.213197969543
35,20650,20650,72,1884,4550,629.441624365482
36,18766,18766,74,1827,4625,644.670050761421
37,16939,16939,75,1849,4700,659.89847715736
38,15090,15090,77,1763,4775,675.126903553299
39,13327,13327,79,1729,4850,690.355329949239
40,11598,11598,80,1698,4925,705.583756345178
41,9900,9900,82,1673,5000,720.812182741117
42,8227,8227,83,1666,5075,736.040609137056
43,6561,6561,85,1634,5150,751.269035532995
44,4927,4927,86,1629,5225,766.497461928934
45,3393,3393,88,1581,5300,781.725888324873
46,2228,2228,89,1586,5375,796.954314720812
47,1419,1419,91,1485,5450,812.182741116751
48,909,909,92,1493,5525,827.41116751269
49,574,574,94,1499,5600,842.639593908629
50,316,316,95,1487,5675,857.868020304568
