"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,95749,95749,22,2700,2000,126.903553299492
"2",2,93049,93049,22,2820,2075,126.903553299492
"3",3,90229,90229,24,2670,2150,142.131979695431
"4",4,87559,87559,25,2670,2225,157.360406091371
"5",5,84889,84889,27,2550,2300,172.58883248731
"6",6,82339,82339,28,2520,2375,187.817258883249
"7",7,79819,79819,30,2430,2450,203.045685279188
"8",8,77389,77389,31,2430,2525,218.274111675127
"9",9,74959,74959,33,2340,2600,233.502538071066
"10",10,72619,72619,34,2340,2675,248.730964467005
"11",11,70279,70279,36,2280,2750,263.959390862944
"12",12,67999,67999,37,2280,2825,279.187817258883
"13",13,65719,65719,39,2220,2900,294.416243654822
"14",14,63499,63499,40,2220,2975,309.644670050761
"15",15,61279,61279,42,2160,3050,324.873096446701
"16",16,59119,59119,44,2130,3125,340.10152284264
"17",17,56989,56989,45,2130,3200,355.329949238579
"18",18,54859,54859,47,2070,3275,370.558375634518
"19",19,52789,52789,48,2070,3350,385.786802030457
"20",20,50719,50719,50,2040,3425,401.015228426396
"21",21,48679,48679,51,2040,3500,416.243654822335
"22",22,46639,46639,53,2010,3575,431.472081218274
"23",23,44629,44629,54,2010,3650,446.700507614213
"24",24,42619,42619,56,1980,3725,461.928934010152
"25",25,40639,40639,57,1980,3800,477.157360406091
"26",26,38659,38659,59,1950,3875,492.38578680203
"27",27,36709,36709,60,1950,3950,507.614213197969
"28",28,34759,34759,62,1920,4025,522.842639593909
"29",29,32839,32839,63,1950,4100,538.071065989848
"30",30,30889,30889,65,1920,4175,553.299492385787
"31",31,28969,28969,66,1920,4250,568.527918781726
"32",32,27049,27049,68,1890,4325,583.756345177665
"33",33,25159,25159,69,1890,4400,598.984771573604
"34",34,23269,23269,71,1890,4475,614.213197969543
"35",35,21379,21379,72,1887,4550,629.441624365482
"36",36,19492,19492,74,1833,4625,644.670050761421
"37",37,17659,17659,75,1836,4700,659.89847715736
"38",38,15823,15823,77,1769,4775,675.126903553299
"39",39,14054,14054,79,1718,4850,690.355329949239
"40",40,12336,12336,80,1706,4925,705.583756345178
"41",41,10630,10630,82,1665,5000,720.812182741117
"42",42,8965,8965,83,1663,5075,736.040609137056
"43",43,7302,7302,85,1635,5150,751.269035532995
"44",44,5667,5667,86,1632,5225,766.497461928934
"45",45,4139,4139,88,1564,5300,781.725888324873
"46",46,2878,2878,89,1562,5375,796.954314720812
"47",47,2014,2014,91,1487,5450,812.182741116751
"48",48,1384,1384,92,1493,5525,827.41116751269
"49",49,931,931,94,1482,5600,842.639593908629
"50",50,542,542,95,1487,5675,857.868020304568
