"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,97278,97278,22,2700,2000,126.903553299492
"2",2,94578,94578,22,2820,2075,126.903553299492
"3",3,91758,91758,24,2670,2150,142.131979695431
"4",4,89088,89088,25,2670,2225,157.360406091371
"5",5,86418,86418,27,2550,2300,172.58883248731
"6",6,83868,83868,28,2520,2375,187.817258883249
"7",7,81348,81348,30,2430,2450,203.045685279188
"8",8,78918,78918,31,2430,2525,218.274111675127
"9",9,76488,76488,33,2340,2600,233.502538071066
"10",10,74148,74148,34,2340,2675,248.730964467005
"11",11,71808,71808,36,2280,2750,263.959390862944
"12",12,69528,69528,37,2280,2825,279.187817258883
"13",13,67248,67248,39,2220,2900,294.416243654822
"14",14,65028,65028,40,2220,2975,309.644670050761
"15",15,62808,62808,42,2160,3050,324.873096446701
"16",16,60648,60648,44,2130,3125,340.10152284264
"17",17,58518,58518,45,2130,3200,355.329949238579
"18",18,56388,56388,47,2070,3275,370.558375634518
"19",19,54318,54318,48,2070,3350,385.786802030457
"20",20,52248,52248,50,2040,3425,401.015228426396
"21",21,50208,50208,51,2040,3500,416.243654822335
"22",22,48168,48168,53,2010,3575,431.472081218274
"23",23,46158,46158,54,2010,3650,446.700507614213
"24",24,44148,44148,56,1980,3725,461.928934010152
"25",25,42168,42168,57,1980,3800,477.157360406091
"26",26,40188,40188,59,1950,3875,492.38578680203
"27",27,38238,38238,60,1950,3950,507.614213197969
"28",28,36288,36288,62,1920,4025,522.842639593909
"29",29,34368,34368,63,1950,4100,538.071065989848
"30",30,32418,32418,65,1920,4175,553.299492385787
"31",31,30498,30498,66,1920,4250,568.527918781726
"32",32,28578,28578,68,1890,4325,583.756345177665
"33",33,26688,26688,69,1890,4400,598.984771573604
"34",34,24798,24798,71,1887,4475,614.213197969543
"35",35,22911,22911,72,1884,4550,629.441624365482
"36",36,21027,21027,74,1829,4625,644.670050761421
"37",37,19198,19198,75,1850,4700,659.89847715736
"38",38,17348,17348,77,1782,4775,675.126903553299
"39",39,15566,15566,79,1751,4850,690.355329949239
"40",40,13815,13815,80,1716,4925,705.583756345178
"41",41,12099,12099,82,1665,5000,720.812182741117
"42",42,10434,10434,83,1670,5075,736.040609137056
"43",43,8764,8764,85,1625,5150,751.269035532995
"44",44,7139,7139,86,1633,5225,766.497461928934
"45",45,5570,5570,88,1586,5300,781.725888324873
"46",46,4210,4210,89,1584,5375,796.954314720812
"47",47,3132,3132,91,1485,5450,812.182741116751
"48",48,2305,2305,92,1488,5525,827.41116751269
"49",49,1637,1637,94,1471,5600,842.639593908629
"50",50,1128,1128,95,1507,5675,857.868020304568
