"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,96894,96894,22,2700,2000,126.903553299492
"2",2,94194,94194,22,2820,2075,126.903553299492
"3",3,91374,91374,24,2670,2150,142.131979695431
"4",4,88704,88704,25,2670,2225,157.360406091371
"5",5,86034,86034,27,2550,2300,172.58883248731
"6",6,83484,83484,28,2520,2375,187.817258883249
"7",7,80964,80964,30,2430,2450,203.045685279188
"8",8,78534,78534,31,2430,2525,218.274111675127
"9",9,76104,76104,33,2340,2600,233.502538071066
"10",10,73764,73764,34,2340,2675,248.730964467005
"11",11,71424,71424,36,2280,2750,263.959390862944
"12",12,69144,69144,37,2280,2825,279.187817258883
"13",13,66864,66864,39,2220,2900,294.416243654822
"14",14,64644,64644,40,2220,2975,309.644670050761
"15",15,62424,62424,42,2160,3050,324.873096446701
"16",16,60264,60264,44,2130,3125,340.10152284264
"17",17,58134,58134,45,2130,3200,355.329949238579
"18",18,56004,56004,47,2070,3275,370.558375634518
"19",19,53934,53934,48,2070,3350,385.786802030457
"20",20,51864,51864,50,2040,3425,401.015228426396
"21",21,49824,49824,51,2040,3500,416.243654822335
"22",22,47784,47784,53,2010,3575,431.472081218274
"23",23,45774,45774,54,2010,3650,446.700507614213
"24",24,43764,43764,56,1980,3725,461.928934010152
"25",25,41784,41784,57,1980,3800,477.157360406091
"26",26,39804,39804,59,1950,3875,492.38578680203
"27",27,37854,37854,60,1950,3950,507.614213197969
"28",28,35904,35904,62,1920,4025,522.842639593909
"29",29,33984,33984,63,1950,4100,538.071065989848
"30",30,32034,32034,65,1920,4175,553.299492385787
"31",31,30114,30114,66,1920,4250,568.527918781726
"32",32,28194,28194,68,1890,4325,583.756345177665
"33",33,26304,26304,69,1890,4400,598.984771573604
"34",34,24414,24414,71,1887,4475,614.213197969543
"35",35,22527,22527,72,1882,4550,629.441624365482
"36",36,20645,20645,74,1836,4625,644.670050761421
"37",37,18809,18809,75,1851,4700,659.89847715736
"38",38,16958,16958,77,1756,4775,675.126903553299
"39",39,15202,15202,79,1723,4850,690.355329949239
"40",40,13479,13479,80,1706,4925,705.583756345178
"41",41,11773,11773,82,1671,5000,720.812182741117
"42",42,10102,10102,83,1667,5075,736.040609137056
"43",43,8435,8435,85,1630,5150,751.269035532995
"44",44,6805,6805,86,1601,5225,766.497461928934
"45",45,5221,5221,88,1548,5300,781.725888324873
"46",46,3809,3809,89,1581,5375,796.954314720812
"47",47,2530,2530,91,1489,5450,812.182741116751
"48",48,1695,1695,92,1487,5525,827.41116751269
"49",49,1171,1171,94,1477,5600,842.639593908629
"50",50,725,725,95,1491,5675,857.868020304568
