"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,95992,95992,22,2700,2000,126.903553299492
"2",2,93292,93292,22,2820,2075,126.903553299492
"3",3,90472,90472,24,2670,2150,142.131979695431
"4",4,87802,87802,25,2670,2225,157.360406091371
"5",5,85132,85132,27,2550,2300,172.58883248731
"6",6,82582,82582,28,2520,2375,187.817258883249
"7",7,80062,80062,30,2430,2450,203.045685279188
"8",8,77632,77632,31,2430,2525,218.274111675127
"9",9,75202,75202,33,2340,2600,233.502538071066
"10",10,72862,72862,34,2340,2675,248.730964467005
"11",11,70522,70522,36,2280,2750,263.959390862944
"12",12,68242,68242,37,2280,2825,279.187817258883
"13",13,65962,65962,39,2220,2900,294.416243654822
"14",14,63742,63742,40,2220,2975,309.644670050761
"15",15,61522,61522,42,2160,3050,324.873096446701
"16",16,59362,59362,44,2130,3125,340.10152284264
"17",17,57232,57232,45,2130,3200,355.329949238579
"18",18,55102,55102,47,2070,3275,370.558375634518
"19",19,53032,53032,48,2070,3350,385.786802030457
"20",20,50962,50962,50,2040,3425,401.015228426396
"21",21,48922,48922,51,2040,3500,416.243654822335
"22",22,46882,46882,53,2010,3575,431.472081218274
"23",23,44872,44872,54,2010,3650,446.700507614213
"24",24,42862,42862,56,1980,3725,461.928934010152
"25",25,40882,40882,57,1980,3800,477.157360406091
"26",26,38902,38902,59,1950,3875,492.38578680203
"27",27,36952,36952,60,1950,3950,507.614213197969
"28",28,35002,35002,62,1920,4025,522.842639593909
"29",29,33082,33082,63,1950,4100,538.071065989848
"30",30,31132,31132,65,1920,4175,553.299492385787
"31",31,29212,29212,66,1920,4250,568.527918781726
"32",32,27292,27292,68,1890,4325,583.756345177665
"33",33,25402,25402,69,1890,4400,598.984771573604
"34",34,23512,23512,71,1890,4475,614.213197969543
"35",35,21622,21622,72,1871,4550,629.441624365482
"36",36,19751,19751,74,1833,4625,644.670050761421
"37",37,17918,17918,75,1858,4700,659.89847715736
"38",38,16060,16060,77,1774,4775,675.126903553299
"39",39,14286,14286,79,1702,4850,690.355329949239
"40",40,12584,12584,80,1714,4925,705.583756345178
"41",41,10870,10870,82,1673,5000,720.812182741117
"42",42,9197,9197,83,1664,5075,736.040609137056
"43",43,7533,7533,85,1621,5150,751.269035532995
"44",44,5964,5964,86,1633,5225,766.497461928934
"45",45,4564,4564,88,1571,5300,781.725888324873
"46",46,3376,3376,89,1559,5375,796.954314720812
"47",47,2363,2363,91,1477,5450,812.182741116751
"48",48,1619,1619,92,1497,5525,827.41116751269
"49",49,1121,1121,94,1511,5600,842.639593908629
"50",50,680,680,95,1490,5675,857.868020304568
