"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,94988,94988,22,2700,2000,126.903553299492
"2",2,92288,92288,22,2820,2075,126.903553299492
"3",3,89468,89468,24,2670,2150,142.131979695431
"4",4,86798,86798,25,2670,2225,157.360406091371
"5",5,84128,84128,27,2550,2300,172.58883248731
"6",6,81578,81578,28,2520,2375,187.817258883249
"7",7,79058,79058,30,2430,2450,203.045685279188
"8",8,76628,76628,31,2430,2525,218.274111675127
"9",9,74198,74198,33,2340,2600,233.502538071066
"10",10,71858,71858,34,2340,2675,248.730964467005
"11",11,69518,69518,36,2280,2750,263.959390862944
"12",12,67238,67238,37,2280,2825,279.187817258883
"13",13,64958,64958,39,2220,2900,294.416243654822
"14",14,62738,62738,40,2220,2975,309.644670050761
"15",15,60518,60518,42,2160,3050,324.873096446701
"16",16,58358,58358,44,2130,3125,340.10152284264
"17",17,56228,56228,45,2130,3200,355.329949238579
"18",18,54098,54098,47,2070,3275,370.558375634518
"19",19,52028,52028,48,2070,3350,385.786802030457
"20",20,49958,49958,50,2040,3425,401.015228426396
"21",21,47918,47918,51,2040,3500,416.243654822335
"22",22,45878,45878,53,2010,3575,431.472081218274
"23",23,43868,43868,54,2010,3650,446.700507614213
"24",24,41858,41858,56,1980,3725,461.928934010152
"25",25,39878,39878,57,1980,3800,477.157360406091
"26",26,37898,37898,59,1950,3875,492.38578680203
"27",27,35948,35948,60,1950,3950,507.614213197969
"28",28,33998,33998,62,1920,4025,522.842639593909
"29",29,32078,32078,63,1950,4100,538.071065989848
"30",30,30128,30128,65,1920,4175,553.299492385787
"31",31,28208,28208,66,1920,4250,568.527918781726
"32",32,26288,26288,68,1890,4325,583.756345177665
"33",33,24398,24398,69,1890,4400,598.984771573604
"34",34,22508,22508,71,1890,4475,614.213197969543
"35",35,20618,20618,72,1880,4550,629.441624365482
"36",36,18738,18738,74,1834,4625,644.670050761421
"37",37,16904,16904,75,1854,4700,659.89847715736
"38",38,15050,15050,77,1773,4775,675.126903553299
"39",39,13277,13277,79,1702,4850,690.355329949239
"40",40,11575,11575,80,1712,4925,705.583756345178
"41",41,9863,9863,82,1661,5000,720.812182741117
"42",42,8208,8208,83,1676,5075,736.040609137056
"43",43,6587,6587,85,1604,5150,751.269035532995
"44",44,5083,5083,86,1602,5225,766.497461928934
"45",45,3803,3803,88,1592,5300,781.725888324873
"46",46,2743,2743,89,1571,5375,796.954314720812
"47",47,1914,1914,91,1480,5450,812.182741116751
"48",48,1334,1334,92,1498,5525,827.41116751269
"49",49,835,835,94,1465,5600,842.639593908629
"50",50,543,543,95,1479,5675,857.868020304568
