"","Time","Manager_budget","User_budget"
"1",1,500,400
"2",2,500,404.081647058824
"3",3,500,408.163294117647
"4",4,500,412.244941176471
"5",5,500,416.326588235294
"6",6,500,420.408235294118
"7",7,500,424.489882352941
"8",8,500,428.571529411765
"9",9,500,432.653176470588
"10",10,500,436.734823529412
"11",11,500,440.816470588235
"12",12,500,444.898117647059
"13",13,500,448.979764705882
"14",14,500,453.061411764706
"15",15,500,457.143058823529
"16",16,500,461.224705882353
"17",17,500,465.306352941177
"18",18,500,469.388
"19",19,500,473.469647058824
"20",20,500,477.551294117647
"21",21,500,481.632941176471
"22",22,500,485.714588235294
"23",23,500,489.796235294118
"24",24,500,493.877882352941
"25",25,500,497.959529411765
"26",26,500,502.041176470588
"27",27,500,506.122823529412
"28",28,500,510.204470588235
"29",29,500,514.286117647059
"30",30,500,518.367764705882
"31",31,500,522.449411764706
"32",32,500,526.531058823529
"33",33,500,530.612705882353
"34",34,500,534.694352941176
"35",35,500,538.776
"36",36,500,542.857647058823
"37",37,500,546.939294117647
"38",38,500,551.02094117647
"39",39,500,555.102588235294
"40",40,500,559.184235294117
"41",41,500,563.265882352941
"42",42,500,567.347529411764
"43",43,500,571.429176470588
"44",44,500,575.510823529411
"45",45,500,579.592470588235
"46",46,500,583.674117647058
"47",47,500,587.755764705882
"48",48,500,591.837411764705
"49",49,500,595.919058823529
"50",50,500,600.000705882352
