"","Time","Manager_budget","User_budget"
"1",1,499.794111629865,400
"2",2,517.740882845725,404.081647058824
"3",3,471.038229271331,408.163294117647
"4",4,527.922523535923,412.244941176471
"5",5,483.480198760374,416.326588235294
"6",6,497.80527400377,420.408235294118
"7",7,519.294713632367,424.489882352941
"8",8,470.537383668708,428.571529411765
"9",9,527.171191263112,432.653176470588
"10",10,485.18489447003,436.734823529412
"11",11,495.825194108099,440.816470588235
"12",12,520.762674656091,444.898117647059
"13",13,470.165368360323,448.979764705882
"14",14,526.299305617785,453.061411764706
"15",15,486.953921014897,457.143058823529
"16",16,493.86259110912,461.224705882353
"17",17,522.138301836195,465.306352941177
"18",18,469.923821493876,469.388
"19",19,525.3107058975,473.469647058824
"20",20,488.77948858982,477.551294117647
"21",21,491.926107214607,481.632941176471
"22",22,523.415537678669,485.714588235294
"23",23,469.813806706897,489.796235294118
"24",24,524.209745343434,493.877882352941
"25",25,490.653558414517,497.959529411765
"26",26,490.024269618382,502.041176470588
"27",27,524.588757950016,506.122823529412
"28",28,469.835808443081,510.204470588235
"29",29,523.001271971136,514.286117647059
"30",30,492.567878131882,518.367764705882
"31",31,488.165452951315,522.449411764706
"32",32,525.652796443238,526.531058823529
"33",33,469.989729819067,530.612705882353
"34",34,521.69060722258,534.694352941176
"35",35,494.514018146752,538.776
"36",36,486.357842404123,542.857647058823
"37",37,526.602967726923,546.939294117647
"38",38,470.274893051057,551.02094117647
"39",39,520.283522533499,555.102588235294
"40",40,496.483408745144,559.184235294117
"41",41,484.609397684365,563.265882352941
"42",42,527.435087777274,567.347529411764
"43",43,470.690042439402,571.429176470588
"44",44,518.786213919208,575.510823529411
"45",45,498.467377830486,579.592470588235
"46",46,482.927817966328,583.674117647058
"47",47,528.145492402209,587.755764705882
"48",48,471.233349897995,591.837411764705
"49",49,517.205274690811,595.919058823529
"50",50,500.457189110689,600.000705882352
