"","Time","Manager_budget","User_budget"
"1",1,500,2000
"2",2,500,2075
"3",3,500,2150
"4",4,500,2225
"5",5,500,2300
"6",6,500,2375
"7",7,500,2450
"8",8,500,2525
"9",9,500,2600
"10",10,500,2675
"11",11,500,2750
"12",12,500,2825
"13",13,500,2900
"14",14,500,2975
"15",15,500,3050
"16",16,500,3125
"17",17,500,3200
"18",18,500,3275
"19",19,500,3350
"20",20,500,3425
"21",21,500,3500
"22",22,500,3575
"23",23,500,3650
"24",24,500,3725
"25",25,500,3800
"26",26,500,3875
"27",27,500,3950
"28",28,500,4025
"29",29,500,4100
"30",30,500,4175
"31",31,500,4250
"32",32,500,4325
"33",33,500,4400
"34",34,500,4475
"35",35,500,4550
"36",36,500,4625
"37",37,500,4700
"38",38,500,4775
"39",39,500,4850
"40",40,500,4925
"41",41,500,5000
"42",42,500,5075
"43",43,500,5150
"44",44,500,5225
"45",45,500,5300
"46",46,500,5375
"47",47,500,5450
"48",48,500,5525
"49",49,500,5600
"50",50,500,5675
