"","Time","Manager_budget","User_budget"
"1",1,1031.38701494931,2000
"2",2,507.150688866386,2075
"3",3,396.197194545865,2150
"4",4,45.9658751760326,2225
"5",5,1108.8773480706,2300
"6",6,355.873684167094,2375
"7",7,268.395081477847,2450
"8",8,541.958556833506,2525
"9",9,568.497449136303,2600
"10",10,616.007865765644,2675
"11",11,206.660800682215,2750
"12",12,737.307697410401,2825
"13",13,157.033971636382,2900
"14",14,928.056636328482,2975
"15",15,296.309029947506,3050
"16",16,362.047424302519,3125
"17",17,443.115456346507,3200
"18",18,860.779201085378,3275
"19",19,413.448963460331,3350
"20",20,-65.225319682607,3425
"21",21,1031.38701494931,3500
"22",22,507.150688866388,3575
"23",23,396.197194545868,3650
"24",24,45.9658751760287,3725
"25",25,1108.8773480706,3800
"26",26,355.873684167095,3875
"27",27,268.395081477843,3950
"28",28,541.958556833511,4025
"29",29,568.497449136297,4100
"30",30,616.007865765652,4175
"31",31,206.660800682213,4250
"32",32,737.307697410395,4325
"33",33,157.033971636379,4400
"34",34,928.056636328485,4475
"35",35,296.309029947513,4550
"36",36,362.047424302524,4625
"37",37,443.115456346502,4700
"38",38,860.779201085393,4775
"39",39,413.448963460324,4850
"40",40,-65.225319682609,4925
"41",41,1031.38701494931,5000
"42",42,507.15068886639,5075
"43",43,396.197194545871,5150
"44",44,45.9658751760281,5225
"45",45,1108.8773480706,5300
"46",46,355.873684167097,5375
"47",47,268.395081477858,5450
"48",48,541.958556833502,5525
"49",49,568.497449136295,5600
"50",50,616.007865765648,5675
"51",1,553.329854174142,2000
"52",2,498.904419704148,2075
"53",3,403.339387697249,2150
"54",4,600.492609136408,2225
"55",5,362.27108238647,2300
"56",6,646.226591037489,2375
"57",7,457.178171127492,2450
"58",8,506.434360994117,2525
"59",9,549.191175726472,2600
"60",10,367.921728154051,2675
"61",11,614.066535942219,2750
"62",12,369.051180506148,2825
"63",13,609.345641062287,2900
"64",14,507.921347704695,2975
"65",15,459.217873183655,3050
"66",16,590.948189718259,3125
"67",17,348.38740998473,3200
"68",18,608.964648515969,3275
"69",19,393.850028937867,3350
"70",20,560.035102034309,3425
"71",21,561.030851373487,3500
"72",22,418.723880582924,3575
"73",23,618.539324626792,3650
"74",24,347.582600663636,3725
"75",25,585.787348649679,3800
"76",26,432.717542004182,3875
"77",27,504.84066962333,3950
"78",28,609.209696601573,4025
"79",29,391.05937371059,4100
"80",30,628.345834434252,4175
"81",31,365.737855037513,4250
"82",32,547.721084784138,4325
"83",33,479.765134904454,4400
"84",34,451.081481562841,4475
"85",35,645.776594184773,4550
"86",36,380.527187473532,4625
"87",37,619.276567581771,4700
"88",38,400.434959336888,4775
"89",39,500.085500686919,4850
"90",40,528.000858862554,4925
"91",41,405.834903472634,5000
"92",42,665.59943442264,5075
"93",43,389.01051170922,5150
"94",44,592.921960932421,5225
"95",45,446.947101595419,5300
"96",46,449.58048976654,5375
"97",47,570.317181682677,5450
"98",48,374.956334551454,5525
"99",49,665.813920938152,5600
"100",50,415.696476514836,5675
"101",1,442.116090645994,2000
"102",2,548.637905895214,2075
"103",3,516.674948381465,2150
"104",4,437.331185572093,2225
"105",5,599.355688017419,2300
"106",6,579.193721058733,2375
"107",7,381.789481527505,2450
"108",8,379.675378023478,2525
"109",9,551.907098625847,2600
"110",10,734.8545260706,2675
"111",11,524.813752097807,2750
"112",12,227.299173345961,2825
"113",13,429.956573799618,2900
"114",14,697.664796966042,2975
"115",15,665.155524647579,3050
"116",16,412.588206136939,3125
"117",17,282.898325548746,3200
"118",18,552.258525533063,3275
"119",19,662.402981118827,3350
"120",20,489.684963408382,3425
"121",21,454.149926590506,3500
"122",22,481.614179086878,3575
"123",23,526.583784800061,3650
"124",24,478.595243421796,3725
"125",25,446.248567199328,3800
"126",26,637.437950140022,3875
"127",27,583.13819177882,3950
"128",28,341.248503456492,4025
"129",29,374.446263701913,4100
"130",30,587.067950753993,4175
"131",31,738.433390156399,4250
"132",32,499.063603147864,4325
"133",33,219.242189190002,4400
"134",34,456.390570164667,4475
"135",35,708.569250506203,4550
"136",36,630.797271252529,4625
"137",37,404.534263958344,4700
"138",38,318.330610597936,4775
"139",39,563.797008669709,4850
"140",40,631.306396758407,4925
"141",41,464.381988163382,5000
"142",42,485.120559126493,5075
"143",43,516.621579284468,5150
"144",44,497.213801483728,5225
"145",45,444.185881437522,5300
"146",46,463.546071050313,5375
"147",47,671.844334470675,5450
"148",48,578.615843412626,5525
"149",49,303.496008280838,5600
"150",50,377.719971536772,5675
"151",1,362.460726676718,2000
"152",2,570.919786068892,2075
"153",3,133.878211102168,2150
"154",4,108.151739217955,2225
"155",5,607.251480114008,2300
"156",6,415.667768644735,2375
"157",7,620.133015265744,2450
"158",8,884.892242913493,2525
"159",9,383.699507258747,2600
"160",10,508.517734046443,2675
"161",11,673.527509421532,2750
"162",12,361.33021494275,2825
"163",13,769.448962203932,2900
"164",14,824.463981280304,2975
"165",15,360.303879363935,3050
"166",16,548.037927805519,3125
"167",17,300.47559130626,3200
"168",18,-2.15322874990747,3275
"169",19,521.037363774835,3350
"170",20,498.093789317928,3425
"171",21,478.859329755397,3500
"172",22,907.64533846662,3575
"173",23,523.52021990636,3650
"174",24,388.131669583758,3725
"175",25,714.880891395224,3800
"176",26,406.893902428772,3875
"177",27,603.463155848446,3950
"178",28,923.266578914947,4025
"179",29,439.170456003836,4100
"180",30,471.694075919644,4175
"181",31,456.065182415613,4250
"182",32,-18.1061218533689,4325
"183",33,366.640801332123,4400
"184",34,582.307184242056,4475
"185",35,395.369285108721,4550
"186",36,836.148498815776,4625
"187",37,694.000373249268,4700
"188",38,321.088905262721,4775
"189",39,676.766082837066,4850
"190",40,511.941964641231,4925
"191",41,454.361440624969,5000
"192",42,929.54041263661,5075
"193",43,583.554866865631,5150
"194",44,389.593871618284,5225
"195",45,552.853089281976,5300
"196",46,64.1029748877827,5375
"197",47,188.458576672921,5450
"198",48,618.358932434541,5525
"199",49,390.809439023875,5600
"200",50,698.48041970321,5675
"201",1,1068.34698272859,2000
"202",2,880.015000826456,2075
"203",3,667.345540229785,2150
"204",4,480.404945389621,2225
"205",5,358.224908407179,2300
"206",6,317.459282796042,2375
"207",7,349.093170413269,2450
"208",8,424.048145342264,2525
"209",9,505.259348647342,2600
"210",10,561.497507343858,2675
"211",11,577.72742882258,2750
"212",12,558.29210743297,2825
"213",13,522.091679271805,2900
"214",14,492.069336683467,2975
"215",15,483.509523768925,3050
"216",16,496.056925345891,3125
"217",17,512.83102458252,3200
"218",18,507.141990343942,3275
"219",19,454.227544785158,3350
"220",20,343.331723434664,3425
"221",21,185.162157372342,3500
"222",22,11.4228876769815,3575
"223",23,-133.894674265643,3650
"224",24,-208.603758721725,3725
"225",25,-186.78854086942,3800
"226",26,-68.3469827285886,3875
"227",27,119.984999173548,3950
"228",28,332.654459770209,4025
"229",29,519.595054610378,4100
"230",30,641.775091592824,4175
"231",31,682.540717203958,4250
"232",32,650.906829586732,4325
"233",33,575.951854657736,4400
"234",34,494.74065135266,4475
"235",35,438.50249265614,4550
"236",36,422.272571177419,4625
"237",37,441.707892567028,4700
"238",38,477.908320728194,4775
"239",39,507.930663316529,4850
"240",40,516.490476231076,4925
"241",41,503.943074654111,5000
"242",42,487.16897541748,5075
"243",43,492.858009656057,5150
"244",44,545.772455214848,5225
"245",45,656.668276565335,5300
"246",46,814.837842627657,5375
"247",47,988.577112323021,5450
"248",48,1133.89467426564,5525
"249",49,1208.60375872173,5600
"250",50,1186.78854086942,5675
"251",1,113.356665535905,2000
"252",2,541.406603624125,2075
"253",3,390.569435730423,2150
"254",4,743.988365086732,2225
"255",5,153.750654100474,2300
"256",6,883.424546930495,2375
"257",7,618.379177721257,2450
"258",8,207.317939997706,2525
"259",9,519.263523070827,2600
"260",10,500.029114800152,2675
"261",11,615.472410213552,2750
"262",12,201.110141191862,2825
"263",13,1082.73792916508,2900
"264",14,263.977888873489,2975
"265",15,411.021602700867,3050
"266",16,420.597774660241,3125
"267",17,671.955474802957,3200
"268",18,352.226092446981,3275
"269",19,505.621620309147,3350
"270",20,968.050025738698,3425
"271",21,113.356665535906,3500
"272",22,541.406603624124,3575
"273",23,390.569435730421,3650
"274",24,743.988365086733,3725
"275",25,153.750654100473,3800
"276",26,883.424546930495,3875
"277",27,618.379177721253,3950
"278",28,207.317939997706,4025
"279",29,519.263523070822,4100
"280",30,500.029114800153,4175
"281",31,615.47241021355,4250
"282",32,201.110141191859,4325
"283",33,1082.73792916508,4400
"284",34,263.977888873484,4475
"285",35,411.021602700869,4550
"286",36,420.597774660241,4625
"287",37,671.955474802958,4700
"288",38,352.22609244698,4775
"289",39,505.621620309144,4850
"290",40,968.050025738696,4925
"291",41,113.356665535904,5000
"292",42,541.406603624121,5075
"293",43,390.569435730423,5150
"294",44,743.988365086731,5225
"295",45,153.750654100471,5300
"296",46,883.424546930498,5375
"297",47,618.379177721245,5450
"298",48,207.317939997713,5525
"299",49,519.26352307082,5600
"300",50,500.029114800156,5675
"301",1,651.051709342691,2000
"302",2,218.248834839826,2075
"303",3,236.423514623305,2150
"304",4,891.684530745089,2225
"305",5,665.824564811427,2300
"306",6,280.74544011496,2375
"307",7,521.268172962834,2450
"308",8,266.328088639186,2525
"309",9,98.201474348706,2600
"310",10,812.865494881713,2675
"311",11,911.757149438421,2750
"312",12,434.999333421477,2825
"313",13,598.898621146386,2900
"314",14,489.120185241303,2975
"315",15,82.0987644641494,3050
"316",16,594.697569844193,3125
"317",17,910.248175641877,3200
"318",18,381.697220696867,3275
"319",19,387.351867360864,3350
"320",20,485.092366740883,3425
"321",21,61.7481312597355,3500
"322",22,415.235483133987,3575
"323",23,1016.65255489426,3650
"324",24,633.641942304036,3725
"325",25,454.118809101829,3800
"326",26,651.051709342691,3875
"327",27,218.248834839825,3950
"328",28,236.423514623306,4025
"329",29,891.684530745091,4100
"330",30,665.824564811427,4175
"331",31,280.74544011496,4250
"332",32,521.268172962834,4325
"333",33,266.328088639185,4400
"334",34,98.2014743487075,4475
"335",35,812.865494881712,4550
"336",36,911.757149438422,4625
"337",37,434.999333421477,4700
"338",38,598.898621146386,4775
"339",39,489.120185241302,4850
"340",40,82.0987644641494,4925
"341",41,594.697569844192,5000
"342",42,910.248175641877,5075
"343",43,381.697220696866,5150
"344",44,387.351867360865,5225
"345",45,485.092366740881,5300
"346",46,61.7481312597357,5375
"347",47,415.235483133986,5450
"348",48,1016.65255489426,5525
"349",49,633.641942304035,5600
"350",50,454.118809101829,5675
"351",1,504.572443420641,2000
"352",2,262.520538485403,2075
"353",3,550.293958058861,2150
"354",4,634.646499650058,2225
"355",5,591.71725153597,2300
"356",6,672.117521082881,2375
"357",7,343.306034605452,2450
"358",8,431.071951389314,2525
"359",9,314.111871814768,2600
"360",10,496.224476322352,2675
"361",11,617.313278511737,2750
"362",12,636.813936356387,2825
"363",13,613.416231898789,2900
"364",14,457.276745309142,2975
"365",15,341.800517545779,3050
"366",16,384.748123876089,3125
"367",17,428.573853933412,3200
"368",18,608.584243193797,3275
"369",19,672.381640734272,3350
"370",20,557.731980795404,3425
"371",21,569.206837282745,3500
"372",22,255.727600621593,3575
"373",23,458.948001830252,3650
"374",24,357.041470099761,3725
"375",25,607.22347773109,3800
"376",26,691.757651920754,3875
"377",27,518.39270380019,3950
"378",28,660.77937798444,4025
"379",29,191.938208762246,4100
"380",30,519.684333244122,4175
"381",31,294.140622466385,4250
"382",32,608.037150050675,4325
"383",33,693.149830631301,4400
"384",34,503.547959613297,4475
"385",35,718.6249439992,4550
"386",36,165.503012016793,4625
"387",37,552.201255691176,4700
"388",38,252.28371548973,4775
"389",39,603.446124586717,4850
"390",40,679.582141896065,4925
"391",41,514.766818318494,5000
"392",42,736.900774485944,5075
"393",43,184.191977580795,5150
"394",44,547.487325327741,5225
"395",45,240.633809187961,5300
"396",46,585.87369110348,5375
"397",47,657.526151969768,5450
"398",48,547.280711942723,5525
"399",49,718.122154102001,5600
"400",50,246.777067742053,5675
"401",1,541.066217371081,2000
"402",2,587.065212887149,2075
"403",3,624.455237264334,2150
"404",4,599.31470422328,2225
"405",5,487.648043370219,2300
"406",6,331.244026245102,2375
"407",7,225.731657856749,2450
"408",8,259.95680353176,2525
"409",9,446.736110258938,2600
"410",10,698.348557444019,2675
"411",11,871.943310396342,2750
"412",12,859.211666053917,2825
"413",13,659.47430872765,2900
"414",14,383.884118770545,2975
"415",15,186.056951881768,3050
"416",16,166.348209890559,3125
"417",17,314.722805860977,3200
"418",18,528.054306880215,3275
"419",19,684.3243723729,3350
"420",20,718.545025490323,3425
"421",21,649.777932402809,3500
"422",22,548.86548741953,3575
"423",23,479.626002213577,3650
"424",24,459.947135641272,3725
"425",25,466.42572965173,3800
"426",26,468.798811680779,3875
"427",27,459.549795395157,3950
