"","Time","Manager_budget","User_budget"
"1",1,499.271294626046,2000
"2",2,708.714277794791,2075
"3",3,866.878314104426,2150
"4",4,935.039331302742,2225
"5",5,896.509135181012,2300
"6",6,760.721261537402,2375
"7",7,560.921317607522,2450
"8",8,346.027297932059,2525
"9",9,168.652753218511,2600
"10",10,72.2251581662673,2675
"11",11,80.3533510740646,2750
"12",12,191.047266837436,2825
"13",13,377.205174292231,2900
"14",14,593.249125209521,2975
"15",15,786.284025608551,3050
"16",16,909.048199544129,3125
"17",17,931.484695686579,3200
"18",18,848.100277280071,3275
"19",19,679.310358083775,3350
"20",20,466.440597071176,3425
"21",21,261.608935830615,3500
"22",22,114.965308787709,3575
"23",23,62.4131902178511,3650
"24",24,116.819171566152,3725
"25",25,264.862771123612,3800
"26",26,470.29775251753,3875
"27",27,682.826467507219,3950
"28",28,850.414474465142,4025
"29",29,932.030384451924,4100
"30",30,907.69177624843,4175
"31",31,783.357589981512,4250
"32",32,589.469170755651,4325
"33",33,373.497165692358,4400
"34",34,188.31905391813,4475
"35",35,79.2728955077235,4550
"36",36,73.0569931577366,4625
"37",37,171.193216550619,4700
"38",38,349.65439557935,4775
"39",39,564.747009566487,4850
"40",40,763.808884990814,4925
"41",41,898.102732222843,5000
"42",42,934.748733798512,5075
"43",43,864.774670458113,5150
"44",44,705.31263333815,5225
"45",45,495.404490558559,5300
"46",46,286.443076274196,5375
"47",47,129.589432485972,5450
"48",48,63.2468016553161,5525
"49",49,103.658173589712,5600
"50",50,240.929435043752,5675
