"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98008,98008,59,990,2000,499.271294626046
"2",2,97018,97018,59,1050,2075,499.271294626046
"3",3,95968,95968,80,749,2150,708.714277794791
"4",4,95219,95219,96,447,2225,866.878314104426
"5",5,94772,94772,103,423,2300,935.039331302742
"6",6,94349,94349,99,491,2375,896.509135181012
"7",7,93858,93858,86,729,2450,760.721261537402
"8",8,93129,93129,66,1140,2525,560.921317607522
"9",9,91989,91989,44,1770,2600,346.027297932059
"10",10,90219,90219,26,3060,2675,168.652753218511
"11",11,87159,87159,17,4830,2750,72.2251581662673
"12",12,82329,82329,18,4680,2825,80.3533510740646
"13",13,77649,77649,29,3000,2900,191.047266837436
"14",14,74649,74649,47,1890,2975,377.205174292231
"15",15,72759,72759,69,1320,3050,593.249125209521
"16",16,71439,71439,88,938,3125,786.284025608551
"17",17,70501,70501,100,718,3200,909.048199544129
"18",18,69783,69783,103,690,3275,931.484695686579
"19",19,69093,69093,94,804,3350,848.100277280071
"20",20,68289,68289,77,1267,3425,679.310358083775
"21",21,67022,67022,56,1860,3500,466.440597071176
"22",22,65162,65162,36,2970,3575,261.608935830615
"23",23,62192,62192,21,5190,3650,114.965308787709
"24",24,57002,57002,16,6749,3725,62.4131902178511
"25",25,50253,50253,21,5390,3800,116.819171566152
"26",26,44863,44863,36,3210,3875,264.862771123612
"27",27,41653,41653,57,2070,3950,470.29775251753
"28",28,39583,39583,78,1469,4025,682.826467507219
"29",29,38114,38114,95,1011,4100,850.414474465142
"30",30,37103,37103,103,950,4175,932.030384451924
"31",31,36153,36153,100,1001,4250,907.69177624843
"32",32,35152,35152,88,1166,4325,783.357589981512
"33",33,33986,33986,68,1920,4400,589.469170755651
"34",34,32066,32066,47,2850,4475,373.497165692358
"35",35,29216,29216,28,4860,4550,188.31905391813
"36",36,24356,24356,17,7559,4625,79.2728955077235
"37",37,16797,16797,17,7645,4700,73.0569931577366
"38",38,9152,9152,27,5277,4775,171.193216550619
"39",39,3981,3981,44,3300,4850,349.65439557935
"40",40,1864,1864,66,2220,4925,564.747009566487
"41",41,1050,1050,86,1555,5000,763.808884990814
"42",42,610,610,99,1251,5075,898.102732222843
"43",43,325,325,103,1220,5150,934.748733798512
"44",44,148,148,96,1344,5225,864.774670458113
"45",45,51,51,80,1840,5300,705.31263333815
"46",NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA
