"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98292,98292,59,990,2000,499.271294626046
"2",2,97302,97302,59,1050,2075,499.271294626046
"3",3,96252,96252,80,743,2150,708.714277794791
"4",4,95509,95509,96,453,2225,866.878314104426
"5",5,95056,95056,103,416,2300,935.039331302742
"6",6,94640,94640,99,479,2375,896.509135181012
"7",7,94161,94161,86,736,2450,760.721261537402
"8",8,93425,93425,66,1140,2525,560.921317607522
"9",9,92285,92285,44,1770,2600,346.027297932059
"10",10,90515,90515,26,3060,2675,168.652753218511
"11",11,87455,87455,17,4830,2750,72.2251581662673
"12",12,82625,82625,18,4680,2825,80.3533510740646
"13",13,77945,77945,29,3000,2900,191.047266837436
"14",14,74945,74945,47,1890,2975,377.205174292231
"15",15,73055,73055,69,1320,3050,593.249125209521
"16",16,71735,71735,88,908,3125,786.284025608551
"17",17,70827,70827,100,697,3200,909.048199544129
"18",18,70130,70130,103,688,3275,931.484695686579
"19",19,69442,69442,94,814,3350,848.100277280071
"20",20,68628,68628,77,1279,3425,679.310358083775
"21",21,67349,67349,56,1860,3500,466.440597071176
"22",22,65489,65489,36,2970,3575,261.608935830615
"23",23,62519,62519,21,5190,3650,114.965308787709
"24",24,57329,57329,16,6648,3725,62.4131902178511
"25",25,50681,50681,21,5398,3800,116.819171566152
"26",26,45283,45283,36,3210,3875,264.862771123612
"27",27,42073,42073,57,2070,3950,470.29775251753
"28",28,40003,40003,78,1473,4025,682.826467507219
"29",29,38530,38530,95,1019,4100,850.414474465142
"30",30,37511,37511,103,949,4175,932.030384451924
"31",31,36562,36562,100,996,4250,907.69177624843
"32",32,35566,35566,88,1193,4325,783.357589981512
"33",33,34373,34373,68,1920,4400,589.469170755651
"34",34,32453,32453,47,2850,4475,373.497165692358
"35",35,29603,29603,28,4860,4550,188.31905391813
"36",36,24743,24743,17,7493,4625,79.2728955077235
"37",37,17250,17250,17,7631,4700,73.0569931577366
"38",38,9619,9619,27,5280,4775,171.193216550619
"39",39,4394,4394,44,3300,4850,349.65439557935
"40",40,1836,1836,66,2220,4925,564.747009566487
"41",41,855,855,86,1580,5000,763.808884990814
"42",42,364,364,99,1251,5075,898.102732222843
"43",43,158,158,103,1214,5150,934.748733798512
"44",44,38,38,96,1356,5225,864.774670458113
"45",NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA
