"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,97143,97143,59,990,2000,499.271294626046
"2",2,96153,96153,59,1050,2075,499.271294626046
"3",3,95103,95103,80,743,2150,708.714277794791
"4",4,94360,94360,96,451,2225,866.878314104426
"5",5,93909,93909,103,429,2300,935.039331302742
"6",6,93480,93480,99,475,2375,896.509135181012
"7",7,93005,93005,86,739,2450,760.721261537402
"8",8,92266,92266,66,1140,2525,560.921317607522
"9",9,91126,91126,44,1770,2600,346.027297932059
"10",10,89356,89356,26,3060,2675,168.652753218511
"11",11,86296,86296,17,4830,2750,72.2251581662673
"12",12,81466,81466,18,4680,2825,80.3533510740646
"13",13,76786,76786,29,3000,2900,191.047266837436
"14",14,73786,73786,47,1890,2975,377.205174292231
"15",15,71896,71896,69,1320,3050,593.249125209521
"16",16,70576,70576,88,942,3125,786.284025608551
"17",17,69634,69634,100,707,3200,909.048199544129
"18",18,68927,68927,103,688,3275,931.484695686579
"19",19,68239,68239,94,793,3350,848.100277280071
"20",20,67446,67446,77,1268,3425,679.310358083775
"21",21,66178,66178,56,1860,3500,466.440597071176
"22",22,64318,64318,36,2970,3575,261.608935830615
"23",23,61348,61348,21,5190,3650,114.965308787709
"24",24,56158,56158,16,6773,3725,62.4131902178511
"25",25,49385,49385,21,5400,3800,116.819171566152
"26",26,43985,43985,36,3210,3875,264.862771123612
"27",27,40775,40775,57,2070,3950,470.29775251753
"28",28,38705,38705,78,1463,4025,682.826467507219
"29",29,37242,37242,95,1015,4100,850.414474465142
"30",30,36227,36227,103,942,4175,932.030384451924
"31",31,35285,35285,100,990,4250,907.69177624843
"32",32,34295,34295,88,1182,4325,783.357589981512
"33",33,33113,33113,68,1920,4400,589.469170755651
"34",34,31193,31193,47,2850,4475,373.497165692358
"35",35,28343,28343,28,4860,4550,188.31905391813
"36",36,23483,23483,17,7404,4625,79.2728955077235
"37",37,16079,16079,17,7623,4700,73.0569931577366
"38",38,8456,8456,27,5280,4775,171.193216550619
"39",39,3477,3477,44,3300,4850,349.65439557935
"40",40,1454,1454,66,2220,4925,564.747009566487
"41",41,719,719,86,1558,5000,763.808884990814
"42",42,315,315,99,1246,5075,898.102732222843
"43",43,108,108,103,1223,5150,934.748733798512
"44",44,31,31,96,1332,5225,864.774670458113
"45",NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA
