"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98243,98243,59,990,2000,499.271294626046
"2",2,97253,97253,59,1050,2075,499.271294626046
"3",3,96203,96203,80,746,2150,708.714277794791
"4",4,95457,95457,96,464,2225,866.878314104426
"5",5,94993,94993,103,424,2300,935.039331302742
"6",6,94569,94569,99,478,2375,896.509135181012
"7",7,94091,94091,86,733,2450,760.721261537402
"8",8,93358,93358,66,1140,2525,560.921317607522
"9",9,92218,92218,44,1770,2600,346.027297932059
"10",10,90448,90448,26,3060,2675,168.652753218511
"11",11,87388,87388,17,4830,2750,72.2251581662673
"12",12,82558,82558,18,4680,2825,80.3533510740646
"13",13,77878,77878,29,3000,2900,191.047266837436
"14",14,74878,74878,47,1890,2975,377.205174292231
"15",15,72988,72988,69,1320,3050,593.249125209521
"16",16,71668,71668,88,918,3125,786.284025608551
"17",17,70750,70750,100,701,3200,909.048199544129
"18",18,70049,70049,103,694,3275,931.484695686579
"19",19,69355,69355,94,830,3350,848.100277280071
"20",20,68525,68525,77,1279,3425,679.310358083775
"21",21,67246,67246,56,1860,3500,466.440597071176
"22",22,65386,65386,36,2970,3575,261.608935830615
"23",23,62416,62416,21,5188,3650,114.965308787709
"24",24,57228,57228,16,6659,3725,62.4131902178511
"25",25,50569,50569,21,5398,3800,116.819171566152
"26",26,45171,45171,36,3210,3875,264.862771123612
"27",27,41961,41961,57,2070,3950,470.29775251753
"28",28,39891,39891,78,1457,4025,682.826467507219
"29",29,38434,38434,95,1013,4100,850.414474465142
"30",30,37421,37421,103,946,4175,932.030384451924
"31",31,36475,36475,100,983,4250,907.69177624843
"32",32,35492,35492,88,1198,4325,783.357589981512
"33",33,34294,34294,68,1920,4400,589.469170755651
"34",34,32374,32374,47,2850,4475,373.497165692358
"35",35,29524,29524,28,4860,4550,188.31905391813
"36",36,24664,24664,17,7533,4625,79.2728955077235
"37",37,17131,17131,17,7651,4700,73.0569931577366
"38",38,9480,9480,27,5280,4775,171.193216550619
"39",39,4280,4280,44,3300,4850,349.65439557935
"40",40,2031,2031,66,2220,4925,564.747009566487
"41",41,1121,1121,86,1587,5000,763.808884990814
"42",42,677,677,99,1239,5075,898.102732222843
"43",43,410,410,103,1211,5150,934.748733798512
"44",44,212,212,96,1321,5225,864.774670458113
"45",45,84,84,80,1851,5300,705.31263333815
"46",NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA
