"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98222,98222,59,990,2000,499.271294626046
"2",2,97232,97232,59,1050,2075,499.271294626046
"3",3,96182,96182,80,743,2150,708.714277794791
"4",4,95439,95439,96,457,2225,866.878314104426
"5",5,94982,94982,103,436,2300,935.039331302742
"6",6,94546,94546,99,480,2375,896.509135181012
"7",7,94066,94066,86,732,2450,760.721261537402
"8",8,93334,93334,66,1140,2525,560.921317607522
"9",9,92194,92194,44,1770,2600,346.027297932059
"10",10,90424,90424,26,3060,2675,168.652753218511
"11",11,87364,87364,17,4828,2750,72.2251581662673
"12",12,82536,82536,18,4680,2825,80.3533510740646
"13",13,77856,77856,29,3000,2900,191.047266837436
"14",14,74856,74856,47,1890,2975,377.205174292231
"15",15,72966,72966,69,1320,3050,593.249125209521
"16",16,71646,71646,88,921,3125,786.284025608551
"17",17,70725,70725,100,707,3200,909.048199544129
"18",18,70018,70018,103,696,3275,931.484695686579
"19",19,69322,69322,94,831,3350,848.100277280071
"20",20,68491,68491,77,1268,3425,679.310358083775
"21",21,67223,67223,56,1860,3500,466.440597071176
"22",22,65363,65363,36,2970,3575,261.608935830615
"23",23,62393,62393,21,5188,3650,114.965308787709
"24",24,57205,57205,16,6647,3725,62.4131902178511
"25",25,50558,50558,21,5381,3800,116.819171566152
"26",26,45177,45177,36,3210,3875,264.862771123612
"27",27,41967,41967,57,2070,3950,470.29775251753
"28",28,39897,39897,78,1448,4025,682.826467507219
"29",29,38449,38449,95,1014,4100,850.414474465142
"30",30,37435,37435,103,950,4175,932.030384451924
"31",31,36485,36485,100,993,4250,907.69177624843
"32",32,35492,35492,88,1200,4325,783.357589981512
"33",33,34292,34292,68,1920,4400,589.469170755651
"34",34,32372,32372,47,2850,4475,373.497165692358
"35",35,29522,29522,28,4860,4550,188.31905391813
"36",36,24662,24662,17,7618,4625,79.2728955077235
"37",37,17044,17044,17,7565,4700,73.0569931577366
"38",38,9479,9479,27,5279,4775,171.193216550619
"39",39,4334,4334,44,3300,4850,349.65439557935
"40",40,2014,2014,66,2220,4925,564.747009566487
"41",41,1258,1258,86,1554,5000,763.808884990814
"42",42,827,827,99,1261,5075,898.102732222843
"43",43,537,537,103,1202,5150,934.748733798512
"44",44,341,341,96,1344,5225,864.774670458113
"45",45,202,202,80,1832,5300,705.31263333815
"46",46,35,35,59,2730,5375,495.404490558559
"47",NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA
