"","Time","Manager_budget","User_budget"
"1",1,499.656946890636,400
"2",2,529.560023322844,404.081647058824
"3",3,451.743629352886,408.163294117647
"4",4,546.524767348511,412.244941176471
"5",5,472.474554159532,416.326588235294
"6",6,496.343127216386,420.408235294118
"7",7,532.149030571937,424.489882352941
"8",8,450.909115770703,428.571529411765
"9",9,545.272890556323,432.653176470588
"10",10,475.314933940741,436.734823529412
"11",11,493.043899753687,440.816470588235
"12",12,534.594960826686,444.898117647059
"13",13,450.289260418072,448.979764705882
"14",14,543.82014661822,453.061411764706
"15",15,478.262502355443,457.143058823529
"16",16,489.773792458137,461.224705882353
"17",17,536.88704357595,465.306352941177
"18",18,449.886792791865,469.388
"19",19,542.172932607356,473.469647058824
"20",20,481.304279958137,477.551294117647
"21",21,486.547205056378,481.632941176471
"22",22,539.015185767104,485.714588235294
"23",23,449.703485134787,489.796235294118
"24",24,540.3385019345,493.877882352941
"25",25,484.426872458659,497.959529411765
"26",26,483.378345637738,502.041176470588
"27",27,540.9700162502,506.122823529412
"28",28,449.740144631409,510.204470588235
"29",29,538.324932408069,514.286117647059
"30",30,487.616529703158,518.367764705882
"31",31,480.281168089743,522.449411764706
"32",32,542.742927043285,526.531058823529
"33",33,449.996609853776,530.612705882353
"34",34,536.141090663965,534.694352941176
"35",35,490.859206222097,538.776
"36",36,477.269310652981,542.857647058823
"37",37,544.326111237143,546.939294117647
"38",38,450.471751472249,551.02094117647
"39",39,533.796593121867,555.102588235294
"40",40,494.14062307866,559.184235294117
"41",41,474.356035865914,563.265882352941
"42",42,545.712597372567,567.347529411764
"43",43,451.163477228438,571.429176470588
"44",44,531.301763639882,575.510823529411
"45",45,497.446330745211,579.592470588235
"46",46,471.554172164054,583.674117647058
"47",47,546.896280138771,587.755764705882
"48",48,452.068741148344,591.837411764705
"49",49,528.667588054044,595.919058823529
"50",50,500.761772730953,600.000705882352
