"","Time","Manager_budget","User_budget"
"1",1,399.999717647258,400
"2",2,404.081361824921,404.081647058824
"3",3,408.163006002584,408.163294117647
"4",4,412.244650180247,412.244941176471
"5",5,416.32629435791,416.326588235294
"6",6,420.407938535573,420.408235294118
"7",7,424.489582713236,424.489882352941
"8",8,428.571226890899,428.571529411765
"9",9,432.652871068562,432.653176470588
"10",10,436.734515246225,436.734823529412
"11",11,440.816159423888,440.816470588235
"12",12,444.897803601551,444.898117647059
"13",13,448.979447779214,448.979764705882
"14",14,453.061091956877,453.061411764706
"15",15,457.142736134539,457.143058823529
"16",16,461.224380312202,461.224705882353
"17",17,465.306024489865,465.306352941177
"18",18,469.387668667528,469.388
"19",19,473.469312845191,473.469647058824
"20",20,477.550957022854,477.551294117647
"21",21,481.632601200517,481.632941176471
"22",22,485.71424537818,485.714588235294
"23",23,489.795889555843,489.796235294118
"24",24,493.877533733506,493.877882352941
"25",25,497.959177911169,497.959529411765
"26",26,502.040822088832,502.041176470588
"27",27,506.122466266495,506.122823529412
"28",28,510.204110444158,510.204470588235
"29",29,514.285754621821,514.286117647059
"30",30,518.367398799483,518.367764705882
"31",31,522.449042977146,522.449411764706
"32",32,526.530687154809,526.531058823529
"33",33,530.612331332472,530.612705882353
"34",34,534.693975510135,534.694352941176
"35",35,538.775619687798,538.776
"36",36,542.857263865461,542.857647058823
"37",37,546.938908043124,546.939294117647
"38",38,551.020552220786,551.02094117647
"39",39,555.102196398449,555.102588235294
"40",40,559.183840576112,559.184235294117
"41",41,563.265484753775,563.265882352941
"42",42,567.347128931438,567.347529411764
"43",43,571.428773109101,571.429176470588
"44",44,575.510417286764,575.510823529411
"45",45,579.592061464427,579.592470588235
"46",46,583.67370564209,583.674117647058
"47",47,587.755349819752,587.755764705882
"48",48,591.836993997415,591.837411764705
"49",49,595.918638175078,595.919058823529
"50",50,600.000282352741,600.000705882352
