"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98321,98321,60,990,2000
2,97331,97331,60,1020,2075
3,96311,96311,60,1050,2150
4,95261,95261,60,1110,2225
5,94151,94151,60,1140,2300
6,93011,93011,60,1170,2375
7,91841,91841,60,1200,2450
8,90641,90641,60,1260,2525
9,89381,89381,60,1290,2600
10,88091,88091,60,1320,2675
11,86771,86771,60,1350,2750
12,85421,85421,60,1410,2825
13,84011,84011,60,1440,2900
14,82571,82571,60,1470,2975
15,81101,81101,60,1500,3050
16,79601,79601,60,1560,3125
17,78041,78041,60,1590,3200
18,76451,76451,60,1620,3275
19,74831,74831,60,1650,3350
20,73181,73181,60,1710,3425
21,71471,71471,60,1740,3500
22,69731,69731,60,1770,3575
23,67961,67961,60,1800,3650
24,66161,66161,60,1860,3725
25,64301,64301,60,1890,3800
26,62411,62411,60,1920,3875
27,60491,60491,60,1950,3950
28,58541,58541,60,2010,4025
29,56531,56531,60,2040,4100
30,54491,54491,60,2070,4175
31,52421,52421,60,2100,4250
32,50321,50321,60,2160,4325
33,48161,48161,60,2190,4400
34,45971,45971,60,2220,4475
35,43751,43751,60,2250,4550
36,41501,41501,60,2310,4625
37,39191,39191,60,2340,4700
38,36851,36851,60,2370,4775
39,34481,34481,60,2400,4850
40,32081,32081,60,2460,4925
41,29621,29621,60,2490,5000
42,27131,27131,60,2520,5075
43,24611,24611,60,2550,5150
44,22061,22061,60,2610,5225
45,19451,19451,60,2640,5300
46,16811,16811,60,2670,5375
47,14141,14141,60,2700,5450
48,11441,11441,60,2760,5525
49,8681,8681,60,2790,5600
50,5891,5891,60,2820,5675
