"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98543,98543,60,990,2000
2,97553,97553,60,1020,2075
3,96533,96533,60,1050,2150
4,95483,95483,60,1110,2225
5,94373,94373,60,1140,2300
6,93233,93233,60,1170,2375
7,92063,92063,60,1200,2450
8,90863,90863,60,1260,2525
9,89603,89603,60,1290,2600
10,88313,88313,60,1320,2675
11,86993,86993,60,1350,2750
12,85643,85643,60,1410,2825
13,84233,84233,60,1440,2900
14,82793,82793,60,1470,2975
15,81323,81323,60,1500,3050
16,79823,79823,60,1560,3125
17,78263,78263,60,1590,3200
18,76673,76673,60,1620,3275
19,75053,75053,60,1650,3350
20,73403,73403,60,1710,3425
21,71693,71693,60,1740,3500
22,69953,69953,60,1770,3575
23,68183,68183,60,1800,3650
24,66383,66383,60,1860,3725
25,64523,64523,60,1890,3800
26,62633,62633,60,1920,3875
27,60713,60713,60,1950,3950
28,58763,58763,60,2010,4025
29,56753,56753,60,2040,4100
30,54713,54713,60,2070,4175
31,52643,52643,60,2100,4250
32,50543,50543,60,2160,4325
33,48383,48383,60,2190,4400
34,46193,46193,60,2220,4475
35,43973,43973,60,2250,4550
36,41723,41723,60,2310,4625
37,39413,39413,60,2340,4700
38,37073,37073,60,2370,4775
39,34703,34703,60,2400,4850
40,32303,32303,60,2460,4925
41,29843,29843,60,2490,5000
42,27353,27353,60,2520,5075
43,24833,24833,60,2550,5150
44,22283,22283,60,2610,5225
45,19673,19673,60,2640,5300
46,17033,17033,60,2670,5375
47,14363,14363,60,2700,5450
48,11663,11663,60,2760,5525
49,8903,8903,60,2790,5600
50,6115,6115,60,2820,5675
