"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98569,98569,60,990,2000
2,97579,97579,60,1020,2075
3,96559,96559,60,1050,2150
4,95509,95509,60,1110,2225
5,94399,94399,60,1140,2300
6,93259,93259,60,1170,2375
7,92089,92089,60,1200,2450
8,90889,90889,60,1260,2525
9,89629,89629,60,1290,2600
10,88339,88339,60,1320,2675
11,87019,87019,60,1350,2750
12,85669,85669,60,1410,2825
13,84259,84259,60,1440,2900
14,82819,82819,60,1470,2975
15,81349,81349,60,1500,3050
16,79849,79849,60,1560,3125
17,78289,78289,60,1590,3200
18,76699,76699,60,1620,3275
19,75079,75079,60,1650,3350
20,73429,73429,60,1710,3425
21,71719,71719,60,1740,3500
22,69979,69979,60,1770,3575
23,68209,68209,60,1800,3650
24,66409,66409,60,1860,3725
25,64549,64549,60,1890,3800
26,62659,62659,60,1920,3875
27,60739,60739,60,1950,3950
28,58789,58789,60,2010,4025
29,56779,56779,60,2040,4100
30,54739,54739,60,2070,4175
31,52669,52669,60,2100,4250
32,50569,50569,60,2160,4325
33,48409,48409,60,2190,4400
34,46219,46219,60,2220,4475
35,43999,43999,60,2250,4550
36,41749,41749,60,2310,4625
37,39439,39439,60,2340,4700
38,37099,37099,60,2370,4775
39,34729,34729,60,2400,4850
40,32329,32329,60,2460,4925
41,29869,29869,60,2490,5000
42,27379,27379,60,2520,5075
43,24859,24859,60,2550,5150
44,22309,22309,60,2610,5225
45,19699,19699,60,2640,5300
46,17059,17059,60,2670,5375
47,14389,14389,60,2700,5450
48,11689,11689,60,2760,5525
49,8929,8929,60,2790,5600
50,6139,6139,60,2820,5675
