"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98691,98691,60,990,2000
2,97701,97701,60,1020,2075
3,96681,96681,60,1050,2150
4,95631,95631,60,1110,2225
5,94521,94521,60,1140,2300
6,93381,93381,60,1170,2375
7,92211,92211,60,1200,2450
8,91011,91011,60,1260,2525
9,89751,89751,60,1290,2600
10,88461,88461,60,1320,2675
11,87141,87141,60,1350,2750
12,85791,85791,60,1410,2825
13,84381,84381,60,1440,2900
14,82941,82941,60,1470,2975
15,81471,81471,60,1500,3050
16,79971,79971,60,1560,3125
17,78411,78411,60,1590,3200
18,76821,76821,60,1620,3275
19,75201,75201,60,1650,3350
20,73551,73551,60,1710,3425
21,71841,71841,60,1740,3500
22,70101,70101,60,1770,3575
23,68331,68331,60,1800,3650
24,66531,66531,60,1860,3725
25,64671,64671,60,1890,3800
26,62781,62781,60,1920,3875
27,60861,60861,60,1950,3950
28,58911,58911,60,2010,4025
29,56901,56901,60,2040,4100
30,54861,54861,60,2070,4175
31,52791,52791,60,2100,4250
32,50691,50691,60,2160,4325
33,48531,48531,60,2190,4400
34,46341,46341,60,2220,4475
35,44121,44121,60,2250,4550
36,41871,41871,60,2310,4625
37,39561,39561,60,2340,4700
38,37221,37221,60,2370,4775
39,34851,34851,60,2400,4850
40,32451,32451,60,2460,4925
41,29991,29991,60,2490,5000
42,27501,27501,60,2520,5075
43,24981,24981,60,2550,5150
44,22431,22431,60,2610,5225
45,19821,19821,60,2640,5300
46,17181,17181,60,2670,5375
47,14511,14511,60,2700,5450
48,11811,11811,60,2760,5525
49,9051,9051,60,2790,5600
50,6288,6288,60,2820,5675
