"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98385,98385,60,990,2000
2,97395,97395,60,1020,2075
3,96375,96375,60,1050,2150
4,95325,95325,60,1110,2225
5,94215,94215,60,1140,2300
6,93075,93075,60,1170,2375
7,91905,91905,60,1200,2450
8,90705,90705,60,1260,2525
9,89445,89445,60,1290,2600
10,88155,88155,60,1320,2675
11,86835,86835,60,1350,2750
12,85485,85485,60,1410,2825
13,84075,84075,60,1440,2900
14,82635,82635,60,1470,2975
15,81165,81165,60,1500,3050
16,79665,79665,60,1560,3125
17,78105,78105,60,1590,3200
18,76515,76515,60,1620,3275
19,74895,74895,60,1650,3350
20,73245,73245,60,1710,3425
21,71535,71535,60,1740,3500
22,69795,69795,60,1770,3575
23,68025,68025,60,1800,3650
24,66225,66225,60,1860,3725
25,64365,64365,60,1890,3800
26,62475,62475,60,1920,3875
27,60555,60555,60,1950,3950
28,58605,58605,60,2010,4025
29,56595,56595,60,2040,4100
30,54555,54555,60,2070,4175
31,52485,52485,60,2100,4250
32,50385,50385,60,2160,4325
33,48225,48225,60,2190,4400
34,46035,46035,60,2220,4475
35,43815,43815,60,2250,4550
36,41565,41565,60,2310,4625
37,39255,39255,60,2340,4700
38,36915,36915,60,2370,4775
39,34545,34545,60,2400,4850
40,32145,32145,60,2460,4925
41,29685,29685,60,2490,5000
42,27195,27195,60,2520,5075
43,24675,24675,60,2550,5150
44,22125,22125,60,2610,5225
45,19515,19515,60,2640,5300
46,16875,16875,60,2670,5375
47,14205,14205,60,2700,5450
48,11505,11505,60,2760,5525
49,8745,8745,60,2790,5600
50,5972,5972,60,2820,5675
