"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97522,97522,60,990,2000
2,96532,96532,60,1020,2075
3,95512,95512,60,1050,2150
4,94462,94462,60,1110,2225
5,93352,93352,60,1140,2300
6,92212,92212,60,1170,2375
7,91042,91042,60,1200,2450
8,89842,89842,60,1260,2525
9,88582,88582,60,1290,2600
10,87292,87292,60,1320,2675
11,85972,85972,60,1350,2750
12,84622,84622,60,1410,2825
13,83212,83212,60,1440,2900
14,81772,81772,60,1470,2975
15,80302,80302,60,1500,3050
16,78802,78802,60,1560,3125
17,77242,77242,60,1590,3200
18,75652,75652,60,1620,3275
19,74032,74032,60,1650,3350
20,72382,72382,60,1710,3425
21,70672,70672,60,1740,3500
22,68932,68932,60,1770,3575
23,67162,67162,60,1800,3650
24,65362,65362,60,1860,3725
25,63502,63502,60,1890,3800
26,61612,61612,60,1920,3875
27,59692,59692,60,1950,3950
28,57742,57742,60,2010,4025
29,55732,55732,60,2040,4100
30,53692,53692,60,2070,4175
31,51622,51622,60,2100,4250
32,49522,49522,60,2160,4325
33,47362,47362,60,2190,4400
34,45172,45172,60,2220,4475
35,42952,42952,60,2250,4550
36,40702,40702,60,2310,4625
37,38392,38392,60,2340,4700
38,36052,36052,60,2370,4775
39,33682,33682,60,2400,4850
40,31282,31282,60,2460,4925
41,28822,28822,60,2490,5000
42,26332,26332,60,2520,5075
43,23812,23812,60,2550,5150
44,21262,21262,60,2610,5225
45,18652,18652,60,2640,5300
46,16012,16012,60,2670,5375
47,13342,13342,60,2700,5450
48,10642,10642,60,2760,5525
49,7882,7882,60,2790,5600
50,5130,5130,60,2820,5675
