"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98246,98246,60,990,2000
2,97256,97256,60,1020,2075
3,96236,96236,60,1050,2150
4,95186,95186,60,1110,2225
5,94076,94076,60,1140,2300
6,92936,92936,60,1170,2375
7,91766,91766,60,1200,2450
8,90566,90566,60,1260,2525
9,89306,89306,60,1290,2600
10,88016,88016,60,1320,2675
11,86696,86696,60,1350,2750
12,85346,85346,60,1410,2825
13,83936,83936,60,1440,2900
14,82496,82496,60,1470,2975
15,81026,81026,60,1500,3050
16,79526,79526,60,1560,3125
17,77966,77966,60,1590,3200
18,76376,76376,60,1620,3275
19,74756,74756,60,1650,3350
20,73106,73106,60,1710,3425
21,71396,71396,60,1740,3500
22,69656,69656,60,1770,3575
23,67886,67886,60,1800,3650
24,66086,66086,60,1860,3725
25,64226,64226,60,1890,3800
26,62336,62336,60,1920,3875
27,60416,60416,60,1950,3950
28,58466,58466,60,2010,4025
29,56456,56456,60,2040,4100
30,54416,54416,60,2070,4175
31,52346,52346,60,2100,4250
32,50246,50246,60,2160,4325
33,48086,48086,60,2190,4400
34,45896,45896,60,2220,4475
35,43676,43676,60,2250,4550
36,41426,41426,60,2310,4625
37,39116,39116,60,2340,4700
38,36776,36776,60,2370,4775
39,34406,34406,60,2400,4850
40,32006,32006,60,2460,4925
41,29546,29546,60,2490,5000
42,27056,27056,60,2520,5075
43,24536,24536,60,2550,5150
44,21986,21986,60,2610,5225
45,19376,19376,60,2640,5300
46,16736,16736,60,2670,5375
47,14066,14066,60,2700,5450
48,11366,11366,60,2760,5525
49,8606,8606,60,2790,5600
50,5819,5819,60,2820,5675
