"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98550,98550,60,990,2000
2,97560,97560,60,1020,2075
3,96540,96540,60,1050,2150
4,95490,95490,60,1110,2225
5,94380,94380,60,1140,2300
6,93240,93240,60,1170,2375
7,92070,92070,60,1200,2450
8,90870,90870,60,1260,2525
9,89610,89610,60,1290,2600
10,88320,88320,60,1320,2675
11,87000,87000,60,1350,2750
12,85650,85650,60,1410,2825
13,84240,84240,60,1440,2900
14,82800,82800,60,1470,2975
15,81330,81330,60,1500,3050
16,79830,79830,60,1560,3125
17,78270,78270,60,1590,3200
18,76680,76680,60,1620,3275
19,75060,75060,60,1650,3350
20,73410,73410,60,1710,3425
21,71700,71700,60,1740,3500
22,69960,69960,60,1770,3575
23,68190,68190,60,1800,3650
24,66390,66390,60,1860,3725
25,64530,64530,60,1890,3800
26,62640,62640,60,1920,3875
27,60720,60720,60,1950,3950
28,58770,58770,60,2010,4025
29,56760,56760,60,2040,4100
30,54720,54720,60,2070,4175
31,52650,52650,60,2100,4250
32,50550,50550,60,2160,4325
33,48390,48390,60,2190,4400
34,46200,46200,60,2220,4475
35,43980,43980,60,2250,4550
36,41730,41730,60,2310,4625
37,39420,39420,60,2340,4700
38,37080,37080,60,2370,4775
39,34710,34710,60,2400,4850
40,32310,32310,60,2460,4925
41,29850,29850,60,2490,5000
42,27360,27360,60,2520,5075
43,24840,24840,60,2550,5150
44,22290,22290,60,2610,5225
45,19680,19680,60,2640,5300
46,17040,17040,60,2670,5375
47,14370,14370,60,2700,5450
48,11670,11670,60,2760,5525
49,8910,8910,60,2790,5600
50,6146,6146,60,2820,5675
