"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98880,98880,60,990,2000
2,97890,97890,60,1020,2075
3,96870,96870,60,1050,2150
4,95820,95820,60,1110,2225
5,94710,94710,60,1140,2300
6,93570,93570,60,1170,2375
7,92400,92400,60,1200,2450
8,91200,91200,60,1260,2525
9,89940,89940,60,1290,2600
10,88650,88650,60,1320,2675
11,87330,87330,60,1350,2750
12,85980,85980,60,1410,2825
13,84570,84570,60,1440,2900
14,83130,83130,60,1470,2975
15,81660,81660,60,1500,3050
16,80160,80160,60,1560,3125
17,78600,78600,60,1590,3200
18,77010,77010,60,1620,3275
19,75390,75390,60,1650,3350
20,73740,73740,60,1710,3425
21,72030,72030,60,1740,3500
22,70290,70290,60,1770,3575
23,68520,68520,60,1800,3650
24,66720,66720,60,1860,3725
25,64860,64860,60,1890,3800
26,62970,62970,60,1920,3875
27,61050,61050,60,1950,3950
28,59100,59100,60,2010,4025
29,57090,57090,60,2040,4100
30,55050,55050,60,2070,4175
31,52980,52980,60,2100,4250
32,50880,50880,60,2160,4325
33,48720,48720,60,2190,4400
34,46530,46530,60,2220,4475
35,44310,44310,60,2250,4550
36,42060,42060,60,2310,4625
37,39750,39750,60,2340,4700
38,37410,37410,60,2370,4775
39,35040,35040,60,2400,4850
40,32640,32640,60,2460,4925
41,30180,30180,60,2490,5000
42,27690,27690,60,2520,5075
43,25170,25170,60,2550,5150
44,22620,22620,60,2610,5225
45,20010,20010,60,2640,5300
46,17370,17370,60,2670,5375
47,14700,14700,60,2700,5450
48,12000,12000,60,2760,5525
49,9240,9240,60,2790,5600
50,6457,6457,60,2820,5675
