"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97807,97807,60,990,2000
2,96817,96817,60,1020,2075
3,95797,95797,60,1050,2150
4,94747,94747,60,1110,2225
5,93637,93637,60,1140,2300
6,92497,92497,60,1170,2375
7,91327,91327,60,1200,2450
8,90127,90127,60,1260,2525
9,88867,88867,60,1290,2600
10,87577,87577,60,1320,2675
11,86257,86257,60,1350,2750
12,84907,84907,60,1410,2825
13,83497,83497,60,1440,2900
14,82057,82057,60,1470,2975
15,80587,80587,60,1500,3050
16,79087,79087,60,1560,3125
17,77527,77527,60,1590,3200
18,75937,75937,60,1620,3275
19,74317,74317,60,1650,3350
20,72667,72667,60,1710,3425
21,70957,70957,60,1740,3500
22,69217,69217,60,1770,3575
23,67447,67447,60,1800,3650
24,65647,65647,60,1860,3725
25,63787,63787,60,1890,3800
26,61897,61897,60,1920,3875
27,59977,59977,60,1950,3950
28,58027,58027,60,2010,4025
29,56017,56017,60,2040,4100
30,53977,53977,60,2070,4175
31,51907,51907,60,2100,4250
32,49807,49807,60,2160,4325
33,47647,47647,60,2190,4400
34,45457,45457,60,2220,4475
35,43237,43237,60,2250,4550
36,40987,40987,60,2310,4625
37,38677,38677,60,2340,4700
38,36337,36337,60,2370,4775
39,33967,33967,60,2400,4850
40,31567,31567,60,2460,4925
41,29107,29107,60,2490,5000
42,26617,26617,60,2520,5075
43,24097,24097,60,2550,5150
44,21547,21547,60,2610,5225
45,18937,18937,60,2640,5300
46,16297,16297,60,2670,5375
47,13627,13627,60,2700,5450
48,10927,10927,60,2760,5525
49,8167,8167,60,2790,5600
50,5384,5384,60,2820,5675
