"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98073,98073,60,990,2000
2,97083,97083,60,1020,2075
3,96063,96063,60,1050,2150
4,95013,95013,60,1110,2225
5,93903,93903,60,1140,2300
6,92763,92763,60,1170,2375
7,91593,91593,60,1200,2450
8,90393,90393,60,1260,2525
9,89133,89133,60,1290,2600
10,87843,87843,60,1320,2675
11,86523,86523,60,1350,2750
12,85173,85173,60,1410,2825
13,83763,83763,60,1440,2900
14,82323,82323,60,1470,2975
15,80853,80853,60,1500,3050
16,79353,79353,60,1560,3125
17,77793,77793,60,1590,3200
18,76203,76203,60,1620,3275
19,74583,74583,60,1650,3350
20,72933,72933,60,1710,3425
21,71223,71223,60,1740,3500
22,69483,69483,60,1770,3575
23,67713,67713,60,1800,3650
24,65913,65913,60,1860,3725
25,64053,64053,60,1890,3800
26,62163,62163,60,1920,3875
27,60243,60243,60,1950,3950
28,58293,58293,60,2010,4025
29,56283,56283,60,2040,4100
30,54243,54243,60,2070,4175
31,52173,52173,60,2100,4250
32,50073,50073,60,2160,4325
33,47913,47913,60,2190,4400
34,45723,45723,60,2220,4475
35,43503,43503,60,2250,4550
36,41253,41253,60,2310,4625
37,38943,38943,60,2340,4700
38,36603,36603,60,2370,4775
39,34233,34233,60,2400,4850
40,31833,31833,60,2460,4925
41,29373,29373,60,2490,5000
42,26883,26883,60,2520,5075
43,24363,24363,60,2550,5150
44,21813,21813,60,2610,5225
45,19203,19203,60,2640,5300
46,16563,16563,60,2670,5375
47,13893,13893,60,2700,5450
48,11193,11193,60,2760,5525
49,8433,8433,60,2790,5600
50,5670,5670,60,2820,5675
