"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98479,98479,60,990,2000
2,97489,97489,60,1020,2075
3,96469,96469,60,1050,2150
4,95419,95419,60,1110,2225
5,94309,94309,60,1140,2300
6,93169,93169,60,1170,2375
7,91999,91999,60,1200,2450
8,90799,90799,60,1260,2525
9,89539,89539,60,1290,2600
10,88249,88249,60,1320,2675
11,86929,86929,60,1350,2750
12,85579,85579,60,1410,2825
13,84169,84169,60,1440,2900
14,82729,82729,60,1470,2975
15,81259,81259,60,1500,3050
16,79759,79759,60,1560,3125
17,78199,78199,60,1590,3200
18,76609,76609,60,1620,3275
19,74989,74989,60,1650,3350
20,73339,73339,60,1710,3425
21,71629,71629,60,1740,3500
22,69889,69889,60,1770,3575
23,68119,68119,60,1800,3650
24,66319,66319,60,1860,3725
25,64459,64459,60,1890,3800
26,62569,62569,60,1920,3875
27,60649,60649,60,1950,3950
28,58699,58699,60,2010,4025
29,56689,56689,60,2040,4100
30,54649,54649,60,2070,4175
31,52579,52579,60,2100,4250
32,50479,50479,60,2160,4325
33,48319,48319,60,2190,4400
34,46129,46129,60,2220,4475
35,43909,43909,60,2250,4550
36,41659,41659,60,2310,4625
37,39349,39349,60,2340,4700
38,37009,37009,60,2370,4775
39,34639,34639,60,2400,4850
40,32239,32239,60,2460,4925
41,29779,29779,60,2490,5000
42,27289,27289,60,2520,5075
43,24769,24769,60,2550,5150
44,22219,22219,60,2610,5225
45,19609,19609,60,2640,5300
46,16969,16969,60,2670,5375
47,14299,14299,60,2700,5450
48,11599,11599,60,2760,5525
49,8839,8839,60,2790,5600
50,6049,6049,60,2820,5675
