"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98388,98388,60,990,2000
2,97398,97398,60,1020,2075
3,96378,96378,60,1050,2150
4,95328,95328,60,1110,2225
5,94218,94218,60,1140,2300
6,93078,93078,60,1170,2375
7,91908,91908,60,1200,2450
8,90708,90708,60,1260,2525
9,89448,89448,60,1290,2600
10,88158,88158,60,1320,2675
11,86838,86838,60,1350,2750
12,85488,85488,60,1410,2825
13,84078,84078,60,1440,2900
14,82638,82638,60,1470,2975
15,81168,81168,60,1500,3050
16,79668,79668,60,1560,3125
17,78108,78108,60,1590,3200
18,76518,76518,60,1620,3275
19,74898,74898,60,1650,3350
20,73248,73248,60,1710,3425
21,71538,71538,60,1740,3500
22,69798,69798,60,1770,3575
23,68028,68028,60,1800,3650
24,66228,66228,60,1860,3725
25,64368,64368,60,1890,3800
26,62478,62478,60,1920,3875
27,60558,60558,60,1950,3950
28,58608,58608,60,2010,4025
29,56598,56598,60,2040,4100
30,54558,54558,60,2070,4175
31,52488,52488,60,2100,4250
32,50388,50388,60,2160,4325
33,48228,48228,60,2190,4400
34,46038,46038,60,2220,4475
35,43818,43818,60,2250,4550
36,41568,41568,60,2310,4625
37,39258,39258,60,2340,4700
38,36918,36918,60,2370,4775
39,34548,34548,60,2400,4850
40,32148,32148,60,2460,4925
41,29688,29688,60,2490,5000
42,27198,27198,60,2520,5075
43,24678,24678,60,2550,5150
44,22128,22128,60,2610,5225
45,19518,19518,60,2640,5300
46,16878,16878,60,2670,5375
47,14208,14208,60,2700,5450
48,11508,11508,60,2760,5525
49,8748,8748,60,2789,5600
50,5993,5993,60,2820,5675
