"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,99017,99017,60,990,2000
2,98027,98027,60,1020,2075
3,97007,97007,60,1050,2150
4,95957,95957,60,1110,2225
5,94847,94847,60,1140,2300
6,93707,93707,60,1170,2375
7,92537,92537,60,1200,2450
8,91337,91337,60,1260,2525
9,90077,90077,60,1290,2600
10,88787,88787,60,1320,2675
11,87467,87467,60,1350,2750
12,86117,86117,60,1410,2825
13,84707,84707,60,1440,2900
14,83267,83267,60,1470,2975
15,81797,81797,60,1500,3050
16,80297,80297,60,1560,3125
17,78737,78737,60,1590,3200
18,77147,77147,60,1620,3275
19,75527,75527,60,1650,3350
20,73877,73877,60,1710,3425
21,72167,72167,60,1740,3500
22,70427,70427,60,1770,3575
23,68657,68657,60,1800,3650
24,66857,66857,60,1860,3725
25,64997,64997,60,1890,3800
26,63107,63107,60,1920,3875
27,61187,61187,60,1950,3950
28,59237,59237,60,2010,4025
29,57227,57227,60,2040,4100
30,55187,55187,60,2070,4175
31,53117,53117,60,2100,4250
32,51017,51017,60,2160,4325
33,48857,48857,60,2190,4400
34,46667,46667,60,2220,4475
35,44447,44447,60,2250,4550
36,42197,42197,60,2310,4625
37,39887,39887,60,2340,4700
38,37547,37547,60,2370,4775
39,35177,35177,60,2400,4850
40,32777,32777,60,2460,4925
41,30317,30317,60,2490,5000
42,27827,27827,60,2520,5075
43,25307,25307,60,2550,5150
44,22757,22757,60,2610,5225
45,20147,20147,60,2640,5300
46,17507,17507,60,2670,5375
47,14837,14837,60,2700,5450
48,12137,12137,60,2760,5525
49,9377,9377,60,2790,5600
50,6587,6587,60,2820,5675
