"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98632,98632,60,990,2000
2,97642,97642,60,1020,2075
3,96622,96622,60,1050,2150
4,95572,95572,60,1110,2225
5,94462,94462,60,1140,2300
6,93322,93322,60,1170,2375
7,92152,92152,60,1200,2450
8,90952,90952,60,1260,2525
9,89692,89692,60,1290,2600
10,88402,88402,60,1320,2675
11,87082,87082,60,1350,2750
12,85732,85732,60,1410,2825
13,84322,84322,60,1440,2900
14,82882,82882,60,1470,2975
15,81412,81412,60,1500,3050
16,79912,79912,60,1560,3125
17,78352,78352,60,1590,3200
18,76762,76762,60,1620,3275
19,75142,75142,60,1650,3350
20,73492,73492,60,1710,3425
21,71782,71782,60,1740,3500
22,70042,70042,60,1770,3575
23,68272,68272,60,1800,3650
24,66472,66472,60,1860,3725
25,64612,64612,60,1890,3800
26,62722,62722,60,1920,3875
27,60802,60802,60,1950,3950
28,58852,58852,60,2010,4025
29,56842,56842,60,2040,4100
30,54802,54802,60,2070,4175
31,52732,52732,60,2100,4250
32,50632,50632,60,2160,4325
33,48472,48472,60,2190,4400
34,46282,46282,60,2220,4475
35,44062,44062,60,2250,4550
36,41812,41812,60,2310,4625
37,39502,39502,60,2340,4700
38,37162,37162,60,2370,4775
39,34792,34792,60,2400,4850
40,32392,32392,60,2460,4925
41,29932,29932,60,2490,5000
42,27442,27442,60,2520,5075
43,24922,24922,60,2550,5150
44,22372,22372,60,2610,5225
45,19762,19762,60,2640,5300
46,17122,17122,60,2670,5375
47,14452,14452,60,2700,5450
48,11752,11752,60,2760,5525
49,8992,8992,60,2790,5600
50,6202,6202,60,2820,5675
