"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98351,98351,60,990,2000
2,97361,97361,60,1020,2075
3,96341,96341,60,1050,2150
4,95291,95291,60,1110,2225
5,94181,94181,60,1140,2300
6,93041,93041,60,1170,2375
7,91871,91871,60,1200,2450
8,90671,90671,60,1260,2525
9,89411,89411,60,1290,2600
10,88121,88121,60,1320,2675
11,86801,86801,60,1350,2750
12,85451,85451,60,1410,2825
13,84041,84041,60,1440,2900
14,82601,82601,60,1470,2975
15,81131,81131,60,1500,3050
16,79631,79631,60,1560,3125
17,78071,78071,60,1590,3200
18,76481,76481,60,1620,3275
19,74861,74861,60,1650,3350
20,73211,73211,60,1710,3425
21,71501,71501,60,1740,3500
22,69761,69761,60,1770,3575
23,67991,67991,60,1800,3650
24,66191,66191,60,1860,3725
25,64331,64331,60,1890,3800
26,62441,62441,60,1920,3875
27,60521,60521,60,1950,3950
28,58571,58571,60,2010,4025
29,56561,56561,60,2040,4100
30,54521,54521,60,2070,4175
31,52451,52451,60,2100,4250
32,50351,50351,60,2160,4325
33,48191,48191,60,2190,4400
34,46001,46001,60,2220,4475
35,43781,43781,60,2250,4550
36,41531,41531,60,2310,4625
37,39221,39221,60,2340,4700
38,36881,36881,60,2370,4775
39,34511,34511,60,2400,4850
40,32111,32111,60,2460,4925
41,29651,29651,60,2490,5000
42,27161,27161,60,2520,5075
43,24641,24641,60,2550,5150
44,22091,22091,60,2610,5225
45,19481,19481,60,2640,5300
46,16841,16841,60,2670,5375
47,14171,14171,60,2700,5450
48,11471,11471,60,2760,5525
49,8711,8711,60,2790,5600
50,5921,5921,60,2820,5675
