"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97796,97796,60,990,2000
2,96806,96806,60,1020,2075
3,95786,95786,60,1050,2150
4,94736,94736,60,1110,2225
5,93626,93626,60,1140,2300
6,92486,92486,60,1170,2375
7,91316,91316,60,1200,2450
8,90116,90116,60,1260,2525
9,88856,88856,60,1290,2600
10,87566,87566,60,1320,2675
11,86246,86246,60,1350,2750
12,84896,84896,60,1410,2825
13,83486,83486,60,1440,2900
14,82046,82046,60,1470,2975
15,80576,80576,60,1500,3050
16,79076,79076,60,1560,3125
17,77516,77516,60,1590,3200
18,75926,75926,60,1620,3275
19,74306,74306,60,1650,3350
20,72656,72656,60,1710,3425
21,70946,70946,60,1740,3500
22,69206,69206,60,1770,3575
23,67436,67436,60,1800,3650
24,65636,65636,60,1860,3725
25,63776,63776,60,1890,3800
26,61886,61886,60,1920,3875
27,59966,59966,60,1950,3950
28,58016,58016,60,2010,4025
29,56006,56006,60,2040,4100
30,53966,53966,60,2070,4175
31,51896,51896,60,2100,4250
32,49796,49796,60,2160,4325
33,47636,47636,60,2190,4400
34,45446,45446,60,2220,4475
35,43226,43226,60,2250,4550
36,40976,40976,60,2310,4625
37,38666,38666,60,2340,4700
38,36326,36326,60,2370,4775
39,33956,33956,60,2400,4850
40,31556,31556,60,2460,4925
41,29096,29096,60,2490,5000
42,26606,26606,60,2520,5075
43,24086,24086,60,2550,5150
44,21536,21536,60,2610,5225
45,18926,18926,60,2640,5300
46,16286,16286,60,2670,5375
47,13616,13616,60,2700,5450
48,10916,10916,60,2760,5525
49,8156,8156,60,2790,5600
50,5370,5370,60,2820,5675
