"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98614,98614,60,990,2000
2,97624,97624,60,1020,2075
3,96604,96604,60,1050,2150
4,95554,95554,60,1110,2225
5,94444,94444,60,1140,2300
6,93304,93304,60,1170,2375
7,92134,92134,60,1200,2450
8,90934,90934,60,1260,2525
9,89674,89674,60,1290,2600
10,88384,88384,60,1320,2675
11,87064,87064,60,1350,2750
12,85714,85714,60,1410,2825
13,84304,84304,60,1440,2900
14,82864,82864,60,1470,2975
15,81394,81394,60,1500,3050
16,79894,79894,60,1560,3125
17,78334,78334,60,1590,3200
18,76744,76744,60,1620,3275
19,75124,75124,60,1650,3350
20,73474,73474,60,1710,3425
21,71764,71764,60,1740,3500
22,70024,70024,60,1770,3575
23,68254,68254,60,1800,3650
24,66454,66454,60,1860,3725
25,64594,64594,60,1890,3800
26,62704,62704,60,1920,3875
27,60784,60784,60,1950,3950
28,58834,58834,60,2010,4025
29,56824,56824,60,2040,4100
30,54784,54784,60,2070,4175
31,52714,52714,60,2100,4250
32,50614,50614,60,2160,4325
33,48454,48454,60,2190,4400
34,46264,46264,60,2220,4475
35,44044,44044,60,2250,4550
36,41794,41794,60,2310,4625
37,39484,39484,60,2340,4700
38,37144,37144,60,2370,4775
39,34774,34774,60,2400,4850
40,32374,32374,60,2460,4925
41,29914,29914,60,2490,5000
42,27424,27424,60,2520,5075
43,24904,24904,60,2550,5150
44,22354,22354,60,2610,5225
45,19744,19744,60,2640,5300
46,17104,17104,60,2670,5375
47,14434,14434,60,2700,5450
48,11734,11734,60,2760,5525
49,8974,8974,60,2790,5600
50,6184,6184,60,2820,5675
