"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98072,98072,60,990,2000
2,97082,97082,60,1020,2075
3,96062,96062,60,1050,2150
4,95012,95012,60,1110,2225
5,93902,93902,60,1140,2300
6,92762,92762,60,1170,2375
7,91592,91592,60,1200,2450
8,90392,90392,60,1260,2525
9,89132,89132,60,1290,2600
10,87842,87842,60,1320,2675
11,86522,86522,60,1350,2750
12,85172,85172,60,1410,2825
13,83762,83762,60,1440,2900
14,82322,82322,60,1470,2975
15,80852,80852,60,1500,3050
16,79352,79352,60,1560,3125
17,77792,77792,60,1590,3200
18,76202,76202,60,1620,3275
19,74582,74582,60,1650,3350
20,72932,72932,60,1710,3425
21,71222,71222,60,1740,3500
22,69482,69482,60,1770,3575
23,67712,67712,60,1800,3650
24,65912,65912,60,1860,3725
25,64052,64052,60,1890,3800
26,62162,62162,60,1920,3875
27,60242,60242,60,1950,3950
28,58292,58292,60,2010,4025
29,56282,56282,60,2040,4100
30,54242,54242,60,2070,4175
31,52172,52172,60,2100,4250
32,50072,50072,60,2160,4325
33,47912,47912,60,2190,4400
34,45722,45722,60,2220,4475
35,43502,43502,60,2250,4550
36,41252,41252,60,2310,4625
37,38942,38942,60,2340,4700
38,36602,36602,60,2370,4775
39,34232,34232,60,2400,4850
40,31832,31832,60,2460,4925
41,29372,29372,60,2490,5000
42,26882,26882,60,2520,5075
43,24362,24362,60,2550,5150
44,21812,21812,60,2610,5225
45,19202,19202,60,2640,5300
46,16562,16562,60,2670,5375
47,13892,13892,60,2700,5450
48,11192,11192,60,2760,5525
49,8432,8432,60,2790,5600
50,5675,5675,60,2820,5675
