"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98079,98079,60,990,2000
2,97089,97089,60,1020,2075
3,96069,96069,60,1050,2150
4,95019,95019,60,1110,2225
5,93909,93909,60,1140,2300
6,92769,92769,60,1170,2375
7,91599,91599,60,1200,2450
8,90399,90399,60,1260,2525
9,89139,89139,60,1290,2600
10,87849,87849,60,1320,2675
11,86529,86529,60,1350,2750
12,85179,85179,60,1410,2825
13,83769,83769,60,1440,2900
14,82329,82329,60,1470,2975
15,80859,80859,60,1500,3050
16,79359,79359,60,1560,3125
17,77799,77799,60,1590,3200
18,76209,76209,60,1620,3275
19,74589,74589,60,1650,3350
20,72939,72939,60,1710,3425
21,71229,71229,60,1740,3500
22,69489,69489,60,1770,3575
23,67719,67719,60,1800,3650
24,65919,65919,60,1860,3725
25,64059,64059,60,1890,3800
26,62169,62169,60,1920,3875
27,60249,60249,60,1950,3950
28,58299,58299,60,2010,4025
29,56289,56289,60,2040,4100
30,54249,54249,60,2070,4175
31,52179,52179,60,2100,4250
32,50079,50079,60,2160,4325
33,47919,47919,60,2190,4400
34,45729,45729,60,2220,4475
35,43509,43509,60,2250,4550
36,41259,41259,60,2310,4625
37,38949,38949,60,2340,4700
38,36609,36609,60,2370,4775
39,34239,34239,60,2400,4850
40,31839,31839,60,2460,4925
41,29379,29379,60,2490,5000
42,26889,26889,60,2520,5075
43,24369,24369,60,2550,5150
44,21819,21819,60,2610,5225
45,19209,19209,60,2640,5300
46,16569,16569,60,2670,5375
47,13899,13899,60,2700,5450
48,11199,11199,60,2760,5525
49,8439,8439,60,2790,5600
50,5707,5707,60,2820,5675
