"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98542,98542,60,990,2000
2,97552,97552,60,1020,2075
3,96532,96532,60,1050,2150
4,95482,95482,60,1110,2225
5,94372,94372,60,1140,2300
6,93232,93232,60,1170,2375
7,92062,92062,60,1200,2450
8,90862,90862,60,1260,2525
9,89602,89602,60,1290,2600
10,88312,88312,60,1320,2675
11,86992,86992,60,1350,2750
12,85642,85642,60,1410,2825
13,84232,84232,60,1440,2900
14,82792,82792,60,1470,2975
15,81322,81322,60,1500,3050
16,79822,79822,60,1560,3125
17,78262,78262,60,1590,3200
18,76672,76672,60,1620,3275
19,75052,75052,60,1650,3350
20,73402,73402,60,1710,3425
21,71692,71692,60,1740,3500
22,69952,69952,60,1770,3575
23,68182,68182,60,1800,3650
24,66382,66382,60,1860,3725
25,64522,64522,60,1890,3800
26,62632,62632,60,1920,3875
27,60712,60712,60,1950,3950
28,58762,58762,60,2010,4025
29,56752,56752,60,2040,4100
30,54712,54712,60,2070,4175
31,52642,52642,60,2100,4250
32,50542,50542,60,2160,4325
33,48382,48382,60,2190,4400
34,46192,46192,60,2220,4475
35,43972,43972,60,2250,4550
36,41722,41722,60,2310,4625
37,39412,39412,60,2340,4700
38,37072,37072,60,2370,4775
39,34702,34702,60,2400,4850
40,32302,32302,60,2460,4925
41,29842,29842,60,2490,5000
42,27352,27352,60,2520,5075
43,24832,24832,60,2550,5150
44,22282,22282,60,2610,5225
45,19672,19672,60,2640,5300
46,17032,17032,60,2670,5375
47,14362,14362,60,2700,5450
48,11662,11662,60,2760,5525
49,8902,8902,60,2790,5600
50,6112,6112,60,2820,5675
