"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97410,97410,60,990,2000
2,96420,96420,60,1020,2075
3,95400,95400,60,1050,2150
4,94350,94350,60,1110,2225
5,93240,93240,60,1140,2300
6,92100,92100,60,1170,2375
7,90930,90930,60,1200,2450
8,89730,89730,60,1260,2525
9,88470,88470,60,1290,2600
10,87180,87180,60,1320,2675
11,85860,85860,60,1350,2750
12,84510,84510,60,1410,2825
13,83100,83100,60,1440,2900
14,81660,81660,60,1470,2975
15,80190,80190,60,1500,3050
16,78690,78690,60,1560,3125
17,77130,77130,60,1590,3200
18,75540,75540,60,1620,3275
19,73920,73920,60,1650,3350
20,72270,72270,60,1710,3425
21,70560,70560,60,1740,3500
22,68820,68820,60,1770,3575
23,67050,67050,60,1800,3650
24,65250,65250,60,1860,3725
25,63390,63390,60,1890,3800
26,61500,61500,60,1920,3875
27,59580,59580,60,1950,3950
28,57630,57630,60,2010,4025
29,55620,55620,60,2040,4100
30,53580,53580,60,2070,4175
31,51510,51510,60,2100,4250
32,49410,49410,60,2160,4325
33,47250,47250,60,2190,4400
34,45060,45060,60,2220,4475
35,42840,42840,60,2250,4550
36,40590,40590,60,2310,4625
37,38280,38280,60,2340,4700
38,35940,35940,60,2370,4775
39,33570,33570,60,2400,4850
40,31170,31170,60,2460,4925
41,28710,28710,60,2490,5000
42,26220,26220,60,2520,5075
43,23700,23700,60,2550,5150
44,21150,21150,60,2610,5225
45,18540,18540,60,2640,5300
46,15900,15900,60,2670,5375
47,13230,13230,60,2700,5450
48,10530,10530,60,2760,5525
49,7770,7770,60,2790,5600
50,4980,4980,60,2820,5675
