"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98043,98043,60,990,2000
2,97053,97053,60,1020,2075
3,96033,96033,60,1050,2150
4,94983,94983,60,1110,2225
5,93873,93873,60,1140,2300
6,92733,92733,60,1170,2375
7,91563,91563,60,1200,2450
8,90363,90363,60,1260,2525
9,89103,89103,60,1290,2600
10,87813,87813,60,1320,2675
11,86493,86493,60,1350,2750
12,85143,85143,60,1410,2825
13,83733,83733,60,1440,2900
14,82293,82293,60,1470,2975
15,80823,80823,60,1500,3050
16,79323,79323,60,1560,3125
17,77763,77763,60,1590,3200
18,76173,76173,60,1620,3275
19,74553,74553,60,1650,3350
20,72903,72903,60,1710,3425
21,71193,71193,60,1740,3500
22,69453,69453,60,1770,3575
23,67683,67683,60,1800,3650
24,65883,65883,60,1860,3725
25,64023,64023,60,1890,3800
26,62133,62133,60,1920,3875
27,60213,60213,60,1950,3950
28,58263,58263,60,2010,4025
29,56253,56253,60,2040,4100
30,54213,54213,60,2070,4175
31,52143,52143,60,2100,4250
32,50043,50043,60,2160,4325
33,47883,47883,60,2190,4400
34,45693,45693,60,2220,4475
35,43473,43473,60,2250,4550
36,41223,41223,60,2310,4625
37,38913,38913,60,2340,4700
38,36573,36573,60,2370,4775
39,34203,34203,60,2400,4850
40,31803,31803,60,2460,4925
41,29343,29343,60,2490,5000
42,26853,26853,60,2520,5075
43,24333,24333,60,2550,5150
44,21783,21783,60,2610,5225
45,19173,19173,60,2640,5300
46,16533,16533,60,2670,5375
47,13863,13863,60,2700,5450
48,11163,11163,60,2760,5525
49,8403,8403,60,2790,5600
50,5613,5613,60,2820,5675
