"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98188,98188,60,990,2000
2,97198,97198,60,1020,2075
3,96178,96178,60,1050,2150
4,95128,95128,60,1110,2225
5,94018,94018,60,1140,2300
6,92878,92878,60,1170,2375
7,91708,91708,60,1200,2450
8,90508,90508,60,1260,2525
9,89248,89248,60,1290,2600
10,87958,87958,60,1320,2675
11,86638,86638,60,1350,2750
12,85288,85288,60,1410,2825
13,83878,83878,60,1440,2900
14,82438,82438,60,1470,2975
15,80968,80968,60,1500,3050
16,79468,79468,60,1560,3125
17,77908,77908,60,1590,3200
18,76318,76318,60,1620,3275
19,74698,74698,60,1650,3350
20,73048,73048,60,1710,3425
21,71338,71338,60,1740,3500
22,69598,69598,60,1770,3575
23,67828,67828,60,1800,3650
24,66028,66028,60,1860,3725
25,64168,64168,60,1890,3800
26,62278,62278,60,1920,3875
27,60358,60358,60,1950,3950
28,58408,58408,60,2010,4025
29,56398,56398,60,2040,4100
30,54358,54358,60,2070,4175
31,52288,52288,60,2100,4250
32,50188,50188,60,2160,4325
33,48028,48028,60,2190,4400
34,45838,45838,60,2220,4475
35,43618,43618,60,2250,4550
36,41368,41368,60,2310,4625
37,39058,39058,60,2340,4700
38,36718,36718,60,2370,4775
39,34348,34348,60,2400,4850
40,31948,31948,60,2460,4925
41,29488,29488,60,2490,5000
42,26998,26998,60,2520,5075
43,24478,24478,60,2550,5150
44,21928,21928,60,2610,5225
45,19318,19318,60,2640,5300
46,16678,16678,60,2670,5375
47,14008,14008,60,2700,5450
48,11308,11308,60,2760,5525
49,8548,8548,60,2790,5600
50,5851,5851,60,2819,5675
