"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,96887,96887,60,990,2000
2,95897,95897,60,1020,2075
3,94877,94877,60,1050,2150
4,93827,93827,60,1110,2225
5,92717,92717,60,1140,2300
6,91577,91577,60,1170,2375
7,90407,90407,60,1200,2450
8,89207,89207,60,1260,2525
9,87947,87947,60,1290,2600
10,86657,86657,60,1320,2675
11,85337,85337,60,1350,2750
12,83987,83987,60,1410,2825
13,82577,82577,60,1440,2900
14,81137,81137,60,1470,2975
15,79667,79667,60,1500,3050
16,78167,78167,60,1560,3125
17,76607,76607,60,1590,3200
18,75017,75017,60,1620,3275
19,73397,73397,60,1650,3350
20,71747,71747,60,1710,3425
21,70037,70037,60,1740,3500
22,68297,68297,60,1770,3575
23,66527,66527,60,1800,3650
24,64727,64727,60,1860,3725
25,62867,62867,60,1890,3800
26,60977,60977,60,1920,3875
27,59057,59057,60,1950,3950
28,57107,57107,60,2010,4025
29,55097,55097,60,2040,4100
30,53057,53057,60,2070,4175
31,50987,50987,60,2100,4250
32,48887,48887,60,2160,4325
33,46727,46727,60,2190,4400
34,44537,44537,60,2220,4475
35,42317,42317,60,2250,4550
36,40067,40067,60,2310,4625
37,37757,37757,60,2340,4700
38,35417,35417,60,2370,4775
39,33047,33047,60,2400,4850
40,30647,30647,60,2460,4925
41,28187,28187,60,2490,5000
42,25697,25697,60,2520,5075
43,23177,23177,60,2550,5150
44,20627,20627,60,2610,5225
45,18017,18017,60,2640,5300
46,15377,15377,60,2670,5375
47,12707,12707,60,2700,5450
48,10007,10007,60,2760,5525
49,7247,7247,60,2790,5600
50,4494,4494,60,2820,5675
