"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98314,98314,60,990,2000
2,97324,97324,60,1020,2075
3,96304,96304,60,1050,2150
4,95254,95254,60,1110,2225
5,94144,94144,60,1140,2300
6,93004,93004,60,1170,2375
7,91834,91834,60,1200,2450
8,90634,90634,60,1260,2525
9,89374,89374,60,1290,2600
10,88084,88084,60,1320,2675
11,86764,86764,60,1350,2750
12,85414,85414,60,1410,2825
13,84004,84004,60,1440,2900
14,82564,82564,60,1470,2975
15,81094,81094,60,1500,3050
16,79594,79594,60,1560,3125
17,78034,78034,60,1590,3200
18,76444,76444,60,1620,3275
19,74824,74824,60,1650,3350
20,73174,73174,60,1710,3425
21,71464,71464,60,1740,3500
22,69724,69724,60,1770,3575
23,67954,67954,60,1800,3650
24,66154,66154,60,1860,3725
25,64294,64294,60,1890,3800
26,62404,62404,60,1920,3875
27,60484,60484,60,1950,3950
28,58534,58534,60,2010,4025
29,56524,56524,60,2040,4100
30,54484,54484,60,2070,4175
31,52414,52414,60,2100,4250
32,50314,50314,60,2160,4325
33,48154,48154,60,2190,4400
34,45964,45964,60,2220,4475
35,43744,43744,60,2250,4550
36,41494,41494,60,2310,4625
37,39184,39184,60,2340,4700
38,36844,36844,60,2370,4775
39,34474,34474,60,2400,4850
40,32074,32074,60,2460,4925
41,29614,29614,60,2490,5000
42,27124,27124,60,2520,5075
43,24604,24604,60,2550,5150
44,22054,22054,60,2610,5225
45,19444,19444,60,2640,5300
46,16804,16804,60,2670,5375
47,14134,14134,60,2700,5450
48,11434,11434,60,2760,5525
49,8674,8674,60,2790,5600
50,5885,5885,60,2820,5675
