"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98140,98140,60,990,2000
2,97150,97150,60,1020,2075
3,96130,96130,60,1050,2150
4,95080,95080,60,1110,2225
5,93970,93970,60,1140,2300
6,92830,92830,60,1170,2375
7,91660,91660,60,1200,2450
8,90460,90460,60,1260,2525
9,89200,89200,60,1290,2600
10,87910,87910,60,1320,2675
11,86590,86590,60,1350,2750
12,85240,85240,60,1410,2825
13,83830,83830,60,1440,2900
14,82390,82390,60,1470,2975
15,80920,80920,60,1500,3050
16,79420,79420,60,1560,3125
17,77860,77860,60,1590,3200
18,76270,76270,60,1620,3275
19,74650,74650,60,1650,3350
20,73000,73000,60,1710,3425
21,71290,71290,60,1740,3500
22,69550,69550,60,1770,3575
23,67780,67780,60,1800,3650
24,65980,65980,60,1860,3725
25,64120,64120,60,1890,3800
26,62230,62230,60,1920,3875
27,60310,60310,60,1950,3950
28,58360,58360,60,2010,4025
29,56350,56350,60,2040,4100
30,54310,54310,60,2070,4175
31,52240,52240,60,2100,4250
32,50140,50140,60,2160,4325
33,47980,47980,60,2190,4400
34,45790,45790,60,2220,4475
35,43570,43570,60,2250,4550
36,41320,41320,60,2310,4625
37,39010,39010,60,2340,4700
38,36670,36670,60,2370,4775
39,34300,34300,60,2400,4850
40,31900,31900,60,2460,4925
41,29440,29440,60,2490,5000
42,26950,26950,60,2520,5075
43,24430,24430,60,2550,5150
44,21880,21880,60,2610,5225
45,19270,19270,60,2640,5300
46,16630,16630,60,2670,5375
47,13960,13960,60,2700,5450
48,11260,11260,60,2760,5525
49,8500,8500,60,2790,5600
50,5710,5710,60,2820,5675
