"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97193,97193,60,990,2000
2,96203,96203,60,1020,2075
3,95183,95183,60,1050,2150
4,94133,94133,60,1110,2225
5,93023,93023,60,1140,2300
6,91883,91883,60,1170,2375
7,90713,90713,60,1200,2450
8,89513,89513,60,1260,2525
9,88253,88253,60,1290,2600
10,86963,86963,60,1320,2675
11,85643,85643,60,1350,2750
12,84293,84293,60,1410,2825
13,82883,82883,60,1440,2900
14,81443,81443,60,1470,2975
15,79973,79973,60,1500,3050
16,78473,78473,60,1560,3125
17,76913,76913,60,1590,3200
18,75323,75323,60,1620,3275
19,73703,73703,60,1650,3350
20,72053,72053,60,1710,3425
21,70343,70343,60,1740,3500
22,68603,68603,60,1770,3575
23,66833,66833,60,1800,3650
24,65033,65033,60,1860,3725
25,63173,63173,60,1890,3800
26,61283,61283,60,1920,3875
27,59363,59363,60,1950,3950
28,57413,57413,60,2010,4025
29,55403,55403,60,2040,4100
30,53363,53363,60,2070,4175
31,51293,51293,60,2100,4250
32,49193,49193,60,2160,4325
33,47033,47033,60,2190,4400
34,44843,44843,60,2220,4475
35,42623,42623,60,2250,4550
36,40373,40373,60,2310,4625
37,38063,38063,60,2340,4700
38,35723,35723,60,2370,4775
39,33353,33353,60,2400,4850
40,30953,30953,60,2460,4925
41,28493,28493,60,2490,5000
42,26003,26003,60,2520,5075
43,23483,23483,60,2550,5150
44,20933,20933,60,2610,5225
45,18323,18323,60,2640,5300
46,15683,15683,60,2670,5375
47,13013,13013,60,2700,5450
48,10313,10313,60,2760,5525
49,7553,7553,60,2790,5600
50,4828,4828,60,2820,5675
