"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98727,98727,60,990,2000
2,97737,97737,60,1020,2075
3,96717,96717,60,1050,2150
4,95667,95667,60,1110,2225
5,94557,94557,60,1140,2300
6,93417,93417,60,1170,2375
7,92247,92247,60,1200,2450
8,91047,91047,60,1260,2525
9,89787,89787,60,1290,2600
10,88497,88497,60,1320,2675
11,87177,87177,60,1350,2750
12,85827,85827,60,1410,2825
13,84417,84417,60,1440,2900
14,82977,82977,60,1470,2975
15,81507,81507,60,1500,3050
16,80007,80007,60,1560,3125
17,78447,78447,60,1590,3200
18,76857,76857,60,1620,3275
19,75237,75237,60,1650,3350
20,73587,73587,60,1710,3425
21,71877,71877,60,1740,3500
22,70137,70137,60,1770,3575
23,68367,68367,60,1800,3650
24,66567,66567,60,1860,3725
25,64707,64707,60,1890,3800
26,62817,62817,60,1920,3875
27,60897,60897,60,1950,3950
28,58947,58947,60,2010,4025
29,56937,56937,60,2040,4100
30,54897,54897,60,2070,4175
31,52827,52827,60,2100,4250
32,50727,50727,60,2160,4325
33,48567,48567,60,2190,4400
34,46377,46377,60,2220,4475
35,44157,44157,60,2250,4550
36,41907,41907,60,2310,4625
37,39597,39597,60,2340,4700
38,37257,37257,60,2370,4775
39,34887,34887,60,2400,4850
40,32487,32487,60,2460,4925
41,30027,30027,60,2490,5000
42,27537,27537,60,2520,5075
43,25017,25017,60,2550,5150
44,22467,22467,60,2610,5225
45,19857,19857,60,2640,5300
46,17217,17217,60,2670,5375
47,14547,14547,60,2700,5450
48,11847,11847,60,2760,5525
49,9087,9087,60,2790,5600
50,6297,6297,60,2820,5675
