"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98062,98062,60,990,2000
2,97072,97072,60,1020,2075
3,96052,96052,60,1050,2150
4,95002,95002,60,1110,2225
5,93892,93892,60,1140,2300
6,92752,92752,60,1170,2375
7,91582,91582,60,1200,2450
8,90382,90382,60,1260,2525
9,89122,89122,60,1290,2600
10,87832,87832,60,1320,2675
11,86512,86512,60,1350,2750
12,85162,85162,60,1410,2825
13,83752,83752,60,1440,2900
14,82312,82312,60,1470,2975
15,80842,80842,60,1500,3050
16,79342,79342,60,1560,3125
17,77782,77782,60,1590,3200
18,76192,76192,60,1620,3275
19,74572,74572,60,1650,3350
20,72922,72922,60,1710,3425
21,71212,71212,60,1740,3500
22,69472,69472,60,1770,3575
23,67702,67702,60,1800,3650
24,65902,65902,60,1860,3725
25,64042,64042,60,1890,3800
26,62152,62152,60,1920,3875
27,60232,60232,60,1950,3950
28,58282,58282,60,2010,4025
29,56272,56272,60,2040,4100
30,54232,54232,60,2070,4175
31,52162,52162,60,2100,4250
32,50062,50062,60,2160,4325
33,47902,47902,60,2190,4400
34,45712,45712,60,2220,4475
35,43492,43492,60,2250,4550
36,41242,41242,60,2310,4625
37,38932,38932,60,2340,4700
38,36592,36592,60,2370,4775
39,34222,34222,60,2400,4850
40,31822,31822,60,2460,4925
41,29362,29362,60,2490,5000
42,26872,26872,60,2520,5075
43,24352,24352,60,2550,5150
44,21802,21802,60,2610,5225
45,19192,19192,60,2640,5300
46,16552,16552,60,2670,5375
47,13882,13882,60,2700,5450
48,11182,11182,60,2760,5525
49,8422,8422,60,2790,5600
50,5684,5684,60,2820,5675
