"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98390,98390,60,990,2000
2,97400,97400,60,1020,2075
3,96380,96380,60,1050,2150
4,95330,95330,60,1110,2225
5,94220,94220,60,1140,2300
6,93080,93080,60,1170,2375
7,91910,91910,60,1200,2450
8,90710,90710,60,1260,2525
9,89450,89450,60,1290,2600
10,88160,88160,60,1320,2675
11,86840,86840,60,1350,2750
12,85490,85490,60,1410,2825
13,84080,84080,60,1440,2900
14,82640,82640,60,1470,2975
15,81170,81170,60,1500,3050
16,79670,79670,60,1560,3125
17,78110,78110,60,1590,3200
18,76520,76520,60,1620,3275
19,74900,74900,60,1650,3350
20,73250,73250,60,1710,3425
21,71540,71540,60,1740,3500
22,69800,69800,60,1770,3575
23,68030,68030,60,1800,3650
24,66230,66230,60,1860,3725
25,64370,64370,60,1890,3800
26,62480,62480,60,1920,3875
27,60560,60560,60,1950,3950
28,58610,58610,60,2010,4025
29,56600,56600,60,2040,4100
30,54560,54560,60,2070,4175
31,52490,52490,60,2100,4250
32,50390,50390,60,2160,4325
33,48230,48230,60,2190,4400
34,46040,46040,60,2220,4475
35,43820,43820,60,2250,4550
36,41570,41570,60,2310,4625
37,39260,39260,60,2340,4700
38,36920,36920,60,2370,4775
39,34550,34550,60,2400,4850
40,32150,32150,60,2460,4925
41,29690,29690,60,2490,5000
42,27200,27200,60,2520,5075
43,24680,24680,60,2550,5150
44,22130,22130,60,2610,5225
45,19520,19520,60,2640,5300
46,16880,16880,60,2670,5375
47,14210,14210,60,2700,5450
48,11510,11510,60,2760,5525
49,8750,8750,60,2790,5600
50,5960,5960,60,2820,5675
