"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,96889,96889,60,990,2000
2,95899,95899,60,1020,2075
3,94879,94879,60,1050,2150
4,93829,93829,60,1110,2225
5,92719,92719,60,1140,2300
6,91579,91579,60,1170,2375
7,90409,90409,60,1200,2450
8,89209,89209,60,1260,2525
9,87949,87949,60,1290,2600
10,86659,86659,60,1320,2675
11,85339,85339,60,1350,2750
12,83989,83989,60,1410,2825
13,82579,82579,60,1440,2900
14,81139,81139,60,1470,2975
15,79669,79669,60,1500,3050
16,78169,78169,60,1560,3125
17,76609,76609,60,1590,3200
18,75019,75019,60,1620,3275
19,73399,73399,60,1650,3350
20,71749,71749,60,1710,3425
21,70039,70039,60,1740,3500
22,68299,68299,60,1770,3575
23,66529,66529,60,1800,3650
24,64729,64729,60,1860,3725
25,62869,62869,60,1890,3800
26,60979,60979,60,1920,3875
27,59059,59059,60,1950,3950
28,57109,57109,60,2010,4025
29,55099,55099,60,2040,4100
30,53059,53059,60,2070,4175
31,50989,50989,60,2100,4250
32,48889,48889,60,2160,4325
33,46729,46729,60,2190,4400
34,44539,44539,60,2220,4475
35,42319,42319,60,2250,4550
36,40069,40069,60,2310,4625
37,37759,37759,60,2340,4700
38,35419,35419,60,2370,4775
39,33049,33049,60,2400,4850
40,30649,30649,60,2460,4925
41,28189,28189,60,2490,5000
42,25699,25699,60,2520,5075
43,23179,23179,60,2550,5150
44,20629,20629,60,2610,5225
45,18019,18019,60,2640,5300
46,15379,15379,60,2668,5375
47,12711,12711,60,2700,5450
48,10011,10011,60,2760,5525
49,7251,7251,60,2790,5600
50,4553,4553,60,2820,5675
