"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98553,98553,60,990,2000
2,97563,97563,60,1020,2075
3,96543,96543,60,1050,2150
4,95493,95493,60,1110,2225
5,94383,94383,60,1140,2300
6,93243,93243,60,1170,2375
7,92073,92073,60,1200,2450
8,90873,90873,60,1260,2525
9,89613,89613,60,1290,2600
10,88323,88323,60,1320,2675
11,87003,87003,60,1350,2750
12,85653,85653,60,1410,2825
13,84243,84243,60,1440,2900
14,82803,82803,60,1470,2975
15,81333,81333,60,1500,3050
16,79833,79833,60,1560,3125
17,78273,78273,60,1590,3200
18,76683,76683,60,1620,3275
19,75063,75063,60,1650,3350
20,73413,73413,60,1710,3425
21,71703,71703,60,1740,3500
22,69963,69963,60,1770,3575
23,68193,68193,60,1800,3650
24,66393,66393,60,1860,3725
25,64533,64533,60,1890,3800
26,62643,62643,60,1920,3875
27,60723,60723,60,1950,3950
28,58773,58773,60,2010,4025
29,56763,56763,60,2040,4100
30,54723,54723,60,2070,4175
31,52653,52653,60,2100,4250
32,50553,50553,60,2160,4325
33,48393,48393,60,2190,4400
34,46203,46203,60,2220,4475
35,43983,43983,60,2250,4550
36,41733,41733,60,2310,4625
37,39423,39423,60,2340,4700
38,37083,37083,60,2370,4775
39,34713,34713,60,2400,4850
40,32313,32313,60,2460,4925
41,29853,29853,60,2490,5000
42,27363,27363,60,2520,5075
43,24843,24843,60,2550,5150
44,22293,22293,60,2610,5225
45,19683,19683,60,2640,5300
46,17043,17043,60,2670,5375
47,14373,14373,60,2700,5450
48,11673,11673,60,2760,5525
49,8913,8913,60,2790,5600
50,6123,6123,60,2820,5675
